INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182064406;Aggravated Assault;13/08/2018 10:18;Part One;4.231.915.303;-7.107.775.478
I182064440;Aggravated Assault;13/08/2018 12:26;Part One;4.231.856.949;-7.106.549.715
I182064459;Larceny;13/08/2018 13:30;Part One;4.234.797.240;-7.107.849.582
I182064465;Larceny;13/08/2018 14:16;Part One;4.237.620.267;-7.103.979.926
I182064511;Larceny From Motor Vehicle;13/08/2018 15:10;Part One;4.232.463.870;-7.109.531.354
I182064993;Larceny From Motor Vehicle;13/08/2018 17:00;Part One;4.226.883.211;-7.116.523.508
I182064560;Larceny;13/08/2018 19:00;Part One;4.232.553.801;-7.106.579.592
I182064874;Commercial Burglary;13/08/2018 20:00;Part One;4.236.658.726;-7.106.019.881
I182064674;Larceny From Motor Vehicle;13/08/2018 21:00;Part One;4.233.719.922;-7.104.250.150
I182064620;Larceny;13/08/2018 22:30;Part One;4.234.966.796;-7.113.995.527
I182064643;Larceny;14/08/2018 00:49;Part One;4.225.782.735;-7.112.089.245
I182064652;Robbery;14/08/2018 03:01;Part One;4.227.185.661;-7.109.679.025
I182064974;Larceny From Motor Vehicle;14/08/2018 07:00;Part One;4.234.379.826;-7.116.560.344
I182065521;Larceny;14/08/2018 08:30;Part One;4.234.827.329;-7.107.159.079
I182065183;Auto Theft;14/08/2018 10:00;Part One;4.231.985.444;-7.107.972.518
I182064832;Larceny;14/08/2018 10:57;Part One;4.232.925.905;-7.108.482.402
I182064922;Larceny;14/08/2018 13:30;Part One;4.234.645.150;-7.106.986.052
I182064797;Larceny;14/08/2018 14:00;Part One;4.235.667.300;-7.105.076.900
I182065434;Larceny From Motor Vehicle;14/08/2018 14:30;Part One;4.235.878.679;-7.107.171.022
I182064809;Larceny;14/08/2018 15:06;Part One;4.227.531.312;-7.111.587.798
I182064822;Larceny From Motor Vehicle;14/08/2018 15:45;Part One;4.232.696.647;-7.106.198.607
I182065212;Larceny From Motor Vehicle;14/08/2018 17:30;Part One;4.233.151.844;-7.108.444.334
I182064866;Larceny From Motor Vehicle;14/08/2018 18:29;Part One;4.226.646.668;-7.110.693.548
I182064900;Larceny;14/08/2018 19:00;Part One;4.233.428.841;-7.107.239.518
I182064897;Larceny;14/08/2018 19:51;Part One;4.235.997.967;-7.105.474.135
I182065024;Larceny From Motor Vehicle;14/08/2018 20:00;Part One;4.230.263.978;-7.106.038.376
I182064918;Larceny;14/08/2018 20:45;Part One;4.234.815.229;-7.108.450.821
I182065516;Larceny From Motor Vehicle;14/08/2018 21:30;Part One;4.234.407.266;-7.116.409.791
I182064995;Larceny From Motor Vehicle;14/08/2018 22:00;Part One;4.235.763.991;-7.106.703.205
I182064935;Residential Burglary;14/08/2018 22:35;Part One;4.235.335.717;-7.108.017.703
I182065197;Robbery;15/08/2018 00:01;Part One;4.235.759.166;-7.105.772.502
I182064963;Aggravated Assault;15/08/2018 03:37;Part One;4.231.966.899;-7.108.474.412
I182064972;Larceny From Motor Vehicle;15/08/2018 07:58;Part One;4.233.760.149;-7.104.683.835
I182065035;Larceny From Motor Vehicle;15/08/2018 10:45;Part One;4.231.298.679;-7.105.011.085
I182065723;Auto Theft;15/08/2018 11:00;Part One;4.231.959.886;-7.106.047.660
I182065369;Larceny From Motor Vehicle;15/08/2018 12:00;Part One;4.232.955.246;-7.111.112.429
I182065092;Larceny;15/08/2018 14:46;Part One;4.233.816.387;-7.107.461.217
I182064057;Aggravated Assault;15/08/2018 16:15;Part One;4.231.959.298;-7.106.260.700
I182065137;Aggravated Assault;15/08/2018 16:42;Part One;4.227.094.651;-7.109.193.626
I182068425;Larceny;15/08/2018 17:00;Part One;4.235.174.282;-7.106.275.940
I182065161;Larceny;15/08/2018 17:12;Part One;4.235.095.909;-7.107.412.780
I182065170;Larceny From Motor Vehicle;15/08/2018 17:42;Part One;4.235.034.226;-7.112.942.937
I182066466;Larceny From Motor Vehicle;15/08/2018 18:00;Part One;4.235.945.258;-7.107.143.722
I182065215;Aggravated Assault;15/08/2018 19:24;Part One;4.228.020.859;-7.117.680.515
I182065697;Larceny;15/08/2018 20:00;Part One;4.228.468.230;-7.115.096.121
I182065559;Larceny;15/08/2018 21:00;Part One;4.235.103.105;-7.106.373.331
I182065256;Larceny;15/08/2018 22:44;Part One;4.228.187.061;-7.108.751.152
I182065338;Residential Burglary;15/08/2018 23:00;Part One;4.234.376.458;-7.108.866.865
I182065283;Larceny;16/08/2018 02:26;Part One;4.229.767.279;-7.104.941.018
I182065303;Larceny;16/08/2018 07:00;Part One;4.232.952.036;-7.108.530.641
I182065325;Larceny;16/08/2018 08:32;Part One;4.233.816.387;-7.107.461.217
I182065337;Larceny;16/08/2018 10:28;Part One;4.236.122.324;-7.106.593.235
I182065359;Auto Theft;16/08/2018 11:15;Part One;4.233.152.148;-7.107.085.307
I182065387;Larceny From Motor Vehicle;16/08/2018 11:45;Part One;4.230.028.028;-7.106.015.261
I182065400;Auto Theft;16/08/2018 13:30;Part One;4.231.168.453;-7.105.750.327
I182065430;Larceny;16/08/2018 14:48;Part One;4.227.413.021;-7.111.674.617
I182065626;Larceny;16/08/2018 16:45;Part One;4.236.124.327;-7.106.497.327
I182065472;Larceny;16/08/2018 17:00;Part One;4.234.862.382;-7.108.277.637
I182065478;Aggravated Assault;16/08/2018 17:53;Part One;4.232.719.862;-7.109.600.551
I182065497;Larceny;16/08/2018 18:40;Part One;4.235.176.179;-7.107.452.168
I182065504;Larceny;16/08/2018 19:08;Part One;4.235.942.556;-7.105.288.819
I182065528;Larceny;16/08/2018 19:57;Part One;4.237.734.983;-7.106.195.965
I182065614;Auto Theft;16/08/2018 20:30;Part One;4.228.915.799;-7.112.522.353
I182065702;Larceny From Motor Vehicle;16/08/2018 21:00;Part One;4.236.116.819;-7.106.371.565
I182065575;Aggravated Assault;17/08/2018 01:26;Part One;4.230.316.091;-7.108.515.552
I182065655;Larceny From Motor Vehicle;17/08/2018 09:00;Part One;4.232.031.058;-7.104.920.483
I182074952;Larceny;17/08/2018 11:00;Part One;4.234.934.874;-7.104.925.904
I182065686;Larceny;17/08/2018 11:56;Part One;4.234.862.382;-7.108.277.637
I182065691;Aggravated Assault;17/08/2018 12:32;Part One;4.230.889.362;-7.107.410.474
I182065791;Robbery;17/08/2018 13:30;Part One;4.235.245.870;-7.113.762.608
I182065719;Larceny;17/08/2018 14:00;Part One;4.234.266.946;-7.114.098.779
I182068985;Larceny;17/08/2018 16:00;Part One;4.231.940.749;-7.107.567.842
I182065807;Larceny;17/08/2018 16:45;Part One;4.234.999.733;-7.108.103.440
I182065784;Larceny;17/08/2018 17:17;Part One;4.234.797.240;-7.107.849.582
I182065773;Larceny From Motor Vehicle;17/08/2018 17:54;Part One;4.228.631.299;-7.109.218.412
I182067268;Larceny;17/08/2018 18:00;Part One;4.233.500.229;-7.110.169.760
I182065871;Larceny;17/08/2018 18:30;Part One;4.234.878.726;-7.109.715.759
I182066719;Aggravated Assault;17/08/2018 19:00;Part One;4.234.585.625;-7.108.099.529
I182065799;Robbery;17/08/2018 19:09;Part One;4.227.863.649;-7.109.541.135
I182065860;Larceny;17/08/2018 19:30;Part One;4.234.410.718;-7.110.180.260
I182065813;Larceny;17/08/2018 19:41;Part One;4.232.696.647;-7.106.198.607
I182066056;Residential Burglary;17/08/2018 20:00;Part One;4.231.743.922;-7.107.547.845
I182065867;Aggravated Assault;17/08/2018 22:50;Part One;4.231.424.792;-7.106.560.782
I182065885;Aggravated Assault;18/08/2018 00:40;Part One;4.227.839.920;-7.106.636.305
I182065909;Commercial Burglary;18/08/2018 01:42;Part One;4.236.492.400;-7.105.331.772
I182066411;Larceny;18/08/2018 07:45;Part One;4.228.981.486;-7.111.767.828
I172094616;Aggravated Assault;18/08/2018 08:45;Part One;4.235.540.738;-7.106.312.433
I182071824;Larceny;18/08/2018 10:00;Part One;4.232.274.491;-7.107.799.077
I182066002;Larceny;18/08/2018 11:30;Part One;4.235.176.179;-7.107.452.168
I182066032;Larceny;18/08/2018 13:15;Part One;4.236.165.196;-7.105.630.529
I182066223;Larceny From Motor Vehicle;18/08/2018 16:00;Part One;4.229.807.739;-7.105.695.195
I182066402;Larceny From Motor Vehicle;18/08/2018 17:00;Part One;4.232.425.305;-7.111.231.088
I182066065;Larceny;18/08/2018 18:16;Part One;4.228.187.061;-7.108.751.152
I182066087;Larceny;18/08/2018 18:49;Part One;4.235.997.967;-7.105.474.135
I182066243;Larceny;18/08/2018 19:25;Part One;4.238.093.345;-7.104.023.929
I182066216;Larceny From Motor Vehicle;18/08/2018 20:00;Part One;4.227.043.477;-7.110.005.783
I182066330;Larceny;18/08/2018 20:02;Part One;4.235.942.556;-7.105.288.819
I182066341;Larceny;18/08/2018 20:32;Part One;4.235.942.556;-7.105.288.819
I182066123;Aggravated Assault;18/08/2018 22:02;Part One;4.231.369.016;-7.107.696.741
I182066301;Auto Theft;19/08/2018 01:00;Part One;4.231.168.573;-7.107.111.997
I182066177;Larceny;19/08/2018 02:48;Part One;4.234.717.363;-7.109.644.390
I182066227;Larceny;19/08/2018 07:50;Part One;4.234.489.594;-7.109.659.186
I182066496;Larceny From Motor Vehicle;19/08/2018 09:00;Part One;4.232.462.274;-7.107.311.246
I182066515;Larceny From Motor Vehicle;19/08/2018 11:00;Part One;4.233.861.405;-7.107.610.072
I182066372;Larceny From Motor Vehicle;19/08/2018 12:00;Part One;4.232.347.517;-7.108.750.190
I182066606;Residential Burglary;19/08/2018 13:00;Part One;4.229.168.072;-7.105.847.274
I182066296;Larceny;19/08/2018 14:00;Part One;4.235.095.909;-7.107.412.780
I182066306;Larceny;19/08/2018 14:50;Part One;4.226.994.732;-7.109.380.308
I182066300;Auto Theft;19/08/2018 15:06;Part One;4.232.324.394;-7.107.642.483
I182066338;Larceny;19/08/2018 16:10;Part One;4.223.850.959;-7.113.277.923
I182066343;Larceny;19/08/2018 18:10;Part One;4.234.518.280;-7.110.066.932
I182066489;Larceny From Motor Vehicle;19/08/2018 19:30;Part One;4.233.997.789;-7.106.614.372
I182066521;Larceny From Motor Vehicle;19/08/2018 20:00;Part One;4.235.073.001;-7.108.660.505
I182066383;Aggravated Assault;19/08/2018 20:02;Part One;4.231.077.758;-7.107.480.891
I182066633;Auto Theft;19/08/2018 21:00;Part One;4.238.635.291;-7.100.782.032
I182066404;Auto Theft;19/08/2018 21:51;Part One;4.233.313.833;-7.107.474.015
I182066420;Aggravated Assault;19/08/2018 22:46;Part One;4.237.808.452;-7.105.784.115
I182068691;Larceny From Motor Vehicle;19/08/2018 23:00;Part One;4.233.727.868;-7.103.809.649
I182068688;Residential Burglary;20/08/2018 00:00;Part One;4.229.203.320;-7.109.399.300
I182067207;Larceny From Motor Vehicle;20/08/2018 02:00;Part One;4.233.152.148;-7.107.085.307
I182066485;Larceny From Motor Vehicle;20/08/2018 08:20;Part One;4.232.552.765;-7.105.984.052
I182066632;Residential Burglary;20/08/2018 10:00;Part One;4.225.330.340;-7.112.971.806
I182066529;Larceny From Motor Vehicle;20/08/2018 11:30;Part One;4.232.952.036;-7.108.530.641
I182066563;Larceny;20/08/2018 12:32;Part One;4.229.234.068;-7.104.803.996
I182066580;Larceny;20/08/2018 13:15;Part One;4.235.997.967;-7.105.474.135
I182066618;Larceny;20/08/2018 14:51;Part One;4.227.132.363;-7.108.183.509
I182068228;Larceny From Motor Vehicle;20/08/2018 16:00;Part One;4.232.491.307;-7.107.677.170
I182066680;Aggravated Assault;20/08/2018 16:34;Part One;4.226.864.230;-7.109.565.500
I182066655;Larceny;20/08/2018 17:22;Part One;4.235.199.294;-7.107.706.785
I182066685;Larceny;20/08/2018 17:55;Part One;4.234.797.240;-7.107.849.582
I182067250;Larceny;20/08/2018 18:00;Part One;4.234.227.908;-7.109.152.151
I182066796;Larceny From Motor Vehicle;20/08/2018 18:30;Part One;4.233.337.487;-7.104.451.764
I182066693;Larceny From Motor Vehicle;20/08/2018 19:12;Part One;4.229.570.358;-7.106.280.641
I182069662;Larceny From Motor Vehicle;20/08/2018 20:00;Part One;4.233.742.369;-7.102.927.983
I182066725;Larceny;20/08/2018 20:50;Part One;4.237.421.104;-7.103.918.485
I182066736;Residential Burglary;20/08/2018 21:07;Part One;4.230.080.999;-7.106.705.066
I182066766;Auto Theft;21/08/2018 00:15;Part One;4.233.152.148;-7.107.085.307
I182066775;Larceny;21/08/2018 02:20;Part One;4.234.227.908;-7.109.152.151
I182067132;Larceny From Motor Vehicle;21/08/2018 06:49;Part One;4.227.195.474;-7.107.850.094
I182066934;Larceny;21/08/2018 09:45;Part One;4.235.218.278;-7.105.567.880
I182067181;Larceny;21/08/2018 10:45;Part One;4.233.271.353;-7.103.529.347
I182066883;Larceny;21/08/2018 11:30;Part One;4.235.997.967;-7.105.474.135
I182066887;Larceny;21/08/2018 12:08;Part One;4.231.193.403;-7.111.429.090
I182066897;Aggravated Assault;21/08/2018 12:30;Part One;4.235.595.478;-7.116.094.836
I182066917;Robbery;21/08/2018 13:15;Part One;4.235.521.625;-7.106.012.863
I182067052;Larceny;21/08/2018 14:00;Part One;4.236.891.445;-7.103.399.585
I182066974;Larceny;21/08/2018 15:00;Part One;4.235.176.179;-7.107.452.168
I182066995;Larceny From Motor Vehicle;21/08/2018 15:30;Part One;4.234.290.298;-7.109.018.844
I182066962;Larceny;21/08/2018 16:02;Part One;4.233.816.387;-7.107.461.217
I182067154;Aggravated Assault;21/08/2018 17:00;Part One;4.224.022.026;-7.113.656.386
I182068974;Auto Theft;21/08/2018 20:30;Part One;4.232.492.546;-7.109.839.601
I182067064;Larceny;21/08/2018 22:30;Part One;4.225.189.440;-7.112.535.310
I182067162;Larceny From Motor Vehicle;21/08/2018 23:30;Part One;4.228.203.813;-7.105.231.110
I182067087;Robbery;22/08/2018 01:29;Part One;4.231.167.532;-7.108.586.299
I182067887;Residential Burglary;22/08/2018 08:30;Part One;4.232.872.589;-7.108.382.217
I182067625;Larceny;22/08/2018 10:00;Part One;4.232.030.801;-7.105.765.038
I182066008;Auto Theft;22/08/2018 10:26;Part One;4.233.004.787;-7.106.665.440
I182067164;Larceny;22/08/2018 12:23;Part One;4.233.253.033;-7.105.248.869
I182067187;Aggravated Assault;22/08/2018 12:50;Part One;4.227.891.807;-7.109.314.120
I182067222;Larceny;22/08/2018 14:20;Part One;4.235.059.717;-7.107.881.031
I182067317;Homicide;22/08/2018 15:00;Part One;4.231.568.920;-7.108.951.391
I182067316;Larceny;22/08/2018 15:47;Part One;4.226.802.400;-7.109.301.057
I182067467;Auto Theft;22/08/2018 18:00;Part One;4.230.116.123;-7.107.284.279
I182067315;Larceny;22/08/2018 18:48;Part One;4.235.433.643;-7.107.323.767
I182067439;Auto Theft;22/08/2018 19:30;Part One;4.230.209.443;-7.106.575.183
I182067328;Robbery;22/08/2018 20:21;Part One;4.235.030.915;-7.107.988.963
I182067335;Larceny From Motor Vehicle;22/08/2018 20:59;Part One;4.231.534.411;-7.109.584.709
I182068183;Larceny;22/08/2018 21:00;Part One;4.229.238.728;-7.105.483.097
I182067346;Larceny;22/08/2018 21:34;Part One;4.235.029.374;-7.107.744.671
I182067499;Larceny From Motor Vehicle;23/08/2018 00:01;Part One;4.233.721.215;-7.107.597.603
I182067412;Residential Burglary;23/08/2018 06:37;Part One;4.228.464.725;-7.109.473.285
I182067817;Larceny From Motor Vehicle;23/08/2018 07:00;Part One;4.232.428.841;-7.106.343.262
I182067891;Larceny From Motor Vehicle;23/08/2018 08:30;Part One;4.234.974.360;-7.104.749.375
I182067450;Robbery;23/08/2018 09:39;Part One;4.229.623.685;-7.104.853.645
I182070834;Larceny;23/08/2018 10:41;Part One;4.235.085.449;-7.113.408.859
I182067483;Robbery;23/08/2018 11:37;Part One;4.233.235.400;-7.107.138.696
I182067520;Auto Theft;23/08/2018 13:35;Part One;4.228.816.791;-7.108.760.718
I182067547;Larceny;23/08/2018 14:28;Part One;4.228.187.061;-7.108.751.152
I182067601;Robbery;23/08/2018 16:23;Part One;4.224.894.017;-7.112.130.622
I182067632;Larceny;23/08/2018 16:40;Part One;4.233.380.683;-7.110.377.843
I182067614;Larceny;23/08/2018 17:22;Part One;4.230.888.817;-7.111.553.037
I182067607;Robbery;23/08/2018 18:00;Part One;4.236.573.225;-7.103.064.135
I182067652;Auto Theft;23/08/2018 18:30;Part One;4.235.166.142;-7.105.724.609
I182067645;Larceny;23/08/2018 19:00;Part One;4.233.572.403;-7.107.232.651
I182067742;Larceny From Motor Vehicle;23/08/2018 21:00;Part One;4.232.144.325;-7.105.718.260
I182067693;Aggravated Assault;23/08/2018 22:11;Part One;4.235.428.377;-7.106.380.404
I182069671;Auto Theft;23/08/2018 23:00;Part One;4.234.497.953;-7.114.090.626
I182067818;Larceny;24/08/2018 00:00;Part One;4.230.576.093;-7.108.377.157
I182067983;Larceny From Motor Vehicle;24/08/2018 00:47;Part One;4.232.223.668;-7.106.835.304
I182067724;Aggravated Assault;24/08/2018 02:24;Part One;4.233.132.994;-7.105.293.837
I182067834;Residential Burglary;24/08/2018 03:30;Part One;4.230.446.755;-7.105.746.270
I182067743;Commercial Burglary;24/08/2018 06:39;Part One;4.231.661.027;-7.105.669.382
I182067750;Robbery;24/08/2018 07:40;Part One;4.233.428.841;-7.107.239.518
I182072636;Larceny;24/08/2018 09:00;Part One;4.235.988.372;-7.106.016.189
I182067779;Aggravated Assault;24/08/2018 10:01;Part One;4.229.042.439;-7.106.380.740
I182067845;Auto Theft;24/08/2018 11:08;Part One;4.232.648.547;-7.105.487.817
I182069262;Larceny;24/08/2018 12:40;Part One;4.234.877.575;-7.109.606.805
I182067854;Robbery;24/08/2018 14:28;Part One;4.232.624.204;-7.110.317.575
I182067879;Larceny;24/08/2018 14:54;Part One;4.233.561.661;-7.103.641.895
I182068193;Larceny;24/08/2018 15:00;Part One;4.235.789.530;-7.105.648.542
I182067906;Auto Theft;24/08/2018 15:58;Part One;4.230.618.185;-7.106.187.015
I182068798;Larceny;24/08/2018 16:00;Part One;4.233.380.683;-7.110.377.843
I182071117;Larceny;24/08/2018 17:00;Part One;4.234.136.252;-7.106.707.636
I182068809;Larceny;24/08/2018 18:00;Part One;4.236.666.960;-7.105.900.199
I182068816;Larceny;24/08/2018 19:30;Part One;4.236.721.232;-7.105.369.636
I182067970;Aggravated Assault;24/08/2018 20:32;Part One;4.233.738.014;-7.108.388.901
I182068007;Auto Theft;24/08/2018 20:58;Part One;4.233.326.323;-7.110.848.410
I182068024;Aggravated Assault;25/08/2018 00:05;Part One;4.237.380.056;-7.106.290.352
I182068062;Robbery;25/08/2018 03:00;Part One;4.235.389.258;-7.106.214.998
I182068069;Larceny;25/08/2018 06:39;Part One;4.234.901.954;-7.108.130.134
I182070580;Larceny;25/08/2018 09:00;Part One;4.230.736.306;-7.107.165.237
I182068121;Aggravated Assault;25/08/2018 11:01;Part One;4.231.694.068;-7.106.719.268
I182068132;Auto Theft;25/08/2018 12:36;Part One;4.232.324.394;-7.107.642.483
I182068144;Larceny From Motor Vehicle;25/08/2018 13:12;Part One;4.233.930.507;-7.107.505.959
I182068171;Larceny;25/08/2018 13:41;Part One;4.235.064.119;-7.108.938.693
I182068195;Larceny;25/08/2018 15:30;Part One;4.235.176.179;-7.107.452.168
I182068200;Aggravated Assault;25/08/2018 16:19;Part One;4.236.497.550;-7.106.204.400
I182068201;Larceny;25/08/2018 16:31;Part One;4.235.176.179;-7.107.452.168
I182068224;Larceny;25/08/2018 17:43;Part One;4.234.442.266;-7.109.833.083
I182068312;Aggravated Assault;25/08/2018 20:30;Part One;4.230.294.389;-7.107.822.480
I182068275;Larceny;25/08/2018 21:15;Part One;4.233.450.285;-7.110.368.020
I182068263;Robbery;25/08/2018 21:33;Part One;4.228.496.725;-7.112.009.416
I182068943;Larceny From Motor Vehicle;25/08/2018 22:00;Part One;4.235.451.931;-7.107.588.082
I182068361;Residential Burglary;25/08/2018 23:00;Part One;4.230.845.311;-7.108.718.664
I182068294;Residential Burglary;25/08/2018 23:15;Part One;4.234.314.406;-7.109.589.305
I182068286;Aggravated Assault;25/08/2018 23:50;Part One;4.233.008.795;-7.108.151.594
I182068303;Robbery;26/08/2018 01:52;Part One;4.226.956.689;-7.109.075.049
I182068326;Larceny;26/08/2018 03:23;Part One;4.235.054.600;-7.116.766.300
I182068333;Commercial Burglary;26/08/2018 05:59;Part One;4.236.179.428;-7.105.711.270
I182068343;Larceny From Motor Vehicle;26/08/2018 07:03;Part One;4.233.671.130;-7.107.102.057
I182068647;Residential Burglary;26/08/2018 09:30;Part One;4.235.188.271;-7.115.647.760
I182068422;Auto Theft;26/08/2018 13:45;Part One;4.231.709.355;-7.107.802.977
I182068444;Larceny;26/08/2018 15:15;Part One;4.237.620.267;-7.103.979.926
I182068485;Larceny;26/08/2018 15:31;Part One;4.235.521.625;-7.106.012.863
I182068497;Larceny;26/08/2018 18:41;Part One;4.228.761.226;-7.107.166.865
I182068506;Larceny;26/08/2018 19:30;Part One;4.234.815.229;-7.108.450.821
I182069051;Larceny From Motor Vehicle;26/08/2018 20:30;Part One;4.226.523.483;-7.115.843.028
I182068553;Robbery;26/08/2018 22:20;Part One;4.229.860.932;-7.111.223.703
I182068579;Larceny;27/08/2018 00:52;Part One;4.227.548.378;-7.114.038.661
I182068650;Larceny From Motor Vehicle;27/08/2018 06:20;Part One;4.230.646.829;-7.107.225.146
I182068614;Larceny;27/08/2018 08:20;Part One;4.229.848.675;-7.105.725.612
I182068635;Larceny From Motor Vehicle;27/08/2018 10:12;Part One;4.228.792.819;-7.108.502.171
I182068697;Robbery;27/08/2018 13:03;Part One;4.230.492.239;-7.110.298.073
I182068729;Larceny;27/08/2018 15:06;Part One;4.233.857.000;-7.110.670.681
I182068750;Residential Burglary;27/08/2018 16:52;Part One;4.232.130.479;-7.110.331.527
I182068771;Larceny;27/08/2018 17:11;Part One;4.226.994.732;-7.109.380.308
I182068821;Larceny;27/08/2018 18:02;Part One;4.235.942.556;-7.105.288.819
I182068841;Aggravated Assault;27/08/2018 18:57;Part One;4.231.836.105;-7.107.106.326
I182070349;Other Burglary;27/08/2018 19:20;Part One;4.225.395.990;-7.111.962.283
I182069114;Larceny From Motor Vehicle;27/08/2018 21:30;Part One;4.227.934.055;-7.109.130.505
I182068876;Aggravated Assault;27/08/2018 22:56;Part One;4.232.104.169;-7.107.215.291
I182069251;Larceny From Motor Vehicle;28/08/2018 08:00;Part One;4.233.093.363;-7.110.956.443
I182069559;Larceny;28/08/2018 09:00;Part One;4.234.654.770;-7.104.284.093
I182068938;Aggravated Assault;28/08/2018 09:25;Part One;4.230.154.555;-7.108.118.184
I182068962;Larceny;28/08/2018 09:59;Part One;4.230.254.239;-7.105.956.690
I182068969;Larceny From Motor Vehicle;28/08/2018 10:50;Part One;4.232.031.058;-7.104.920.483
I182069687;Robbery;28/08/2018 12:00;Part One;4.233.153.805;-7.108.015.661
I182069026;Larceny;28/08/2018 12:34;Part One;4.234.862.382;-7.108.277.637
I182069045;Larceny;28/08/2018 14:13;Part One;4.233.816.387;-7.107.461.217
I182068911;Residential Burglary;28/08/2018 16:27;Part One;4.228.944.478;-7.106.559.395
I182069095;Residential Burglary;28/08/2018 17:52;Part One;4.227.763.432;-7.107.664.984
I182069306;Aggravated Assault;28/08/2018 18:30;Part One;4.233.391.238;-7.110.524.519
I182069386;Larceny;28/08/2018 19:29;Part One;4.234.934.252;-7.116.386.818
I182069320;Larceny From Motor Vehicle;28/08/2018 20:00;Part One;4.230.308.131;-7.105.945.101
I182069390;Larceny;28/08/2018 20:45;Part One;4.235.218.278;-7.105.567.880
I182069269;Residential Burglary;28/08/2018 21:00;Part One;4.235.722.239;-7.107.120.320
I182069196;Auto Theft;28/08/2018 23:45;Part One;4.229.938.509;-7.106.978.865
I182069263;Larceny;29/08/2018 02:00;Part One;4.235.488.211;-7.105.369.166
I182069460;Larceny;29/08/2018 07:30;Part One;4.235.603.279;-7.105.919.355
I182069758;Larceny;29/08/2018 08:30;Part One;4.228.807.981;-7.111.467.175
I182069497;Larceny;29/08/2018 09:30;Part One;4.231.191.960;-7.106.913.007
I182069289;Larceny;29/08/2018 10:11;Part One;4.236.064.470;-7.107.086.192
I182069742;Larceny;29/08/2018 12:13;Part One;4.234.797.240;-7.107.849.582
I182069326;Larceny;29/08/2018 13:20;Part One;4.229.234.068;-7.104.803.996
I182069391;Larceny;29/08/2018 16:19;Part One;4.235.237.073;-7.107.227.173
I182069689;Larceny;29/08/2018 17:00;Part One;4.231.433.686;-7.110.151.543
I182069407;Larceny From Motor Vehicle;29/08/2018 17:33;Part One;4.231.847.226;-7.108.409.289
I182069462;Larceny;29/08/2018 18:30;Part One;4.235.272.948;-7.106.256.291
I182069483;Larceny From Motor Vehicle;29/08/2018 19:15;Part One;4.232.512.504;-7.110.520.487
I182069969;Larceny From Motor Vehicle;29/08/2018 20:00;Part One;4.238.233.296;-7.107.923.596
I182069580;Larceny;29/08/2018 20:30;Part One;4.236.541.097;-7.105.469.867
I182069712;Residential Burglary;29/08/2018 22:30;Part One;4.235.367.844;-7.112.861.785
I182069795;Larceny From Motor Vehicle;30/08/2018 00:30;Part One;4.227.914.992;-7.106.473.356
I182069534;Robbery;30/08/2018 03:52;Part One;4.237.515.337;-7.106.409.893
I182069560;Aggravated Assault;30/08/2018 08:19;Part One;4.233.146.325;-7.105.012.560
I182069613;Larceny;30/08/2018 11:05;Part One;4.232.553.801;-7.106.579.592
I182073052;Larceny;30/08/2018 12:36;Part One;4.234.601.613;-7.109.381.210
I182069676;Aggravated Assault;30/08/2018 13:15;Part One;4.234.996.240;-7.114.762.531
I182069908;Larceny;30/08/2018 14:00;Part One;4.225.947.104;-7.115.077.874
I182069685;Larceny From Motor Vehicle;30/08/2018 14:57;Part One;4.230.021.684;-7.108.097.940
I182069738;Larceny;30/08/2018 16:00;Part One;4.235.540.738;-7.106.312.433
I182069699;Larceny From Motor Vehicle;30/08/2018 17:05;Part One;4.232.696.647;-7.106.198.607
I182069888;Auto Theft;30/08/2018 17:30;Part One;4.227.673.598;-7.106.683.537
I182069751;Larceny;30/08/2018 17:55;Part One;4.234.353.469;-7.109.980.109
I182069741;Larceny From Motor Vehicle;30/08/2018 18:55;Part One;4.235.237.073;-7.107.227.173
I182069750;Larceny;30/08/2018 19:19;Part One;4.234.710.196;-7.108.841.746
I182069764;Larceny From Motor Vehicle;30/08/2018 19:52;Part One;4.232.809.966;-7.106.321.676
I182069798;Larceny;30/08/2018 20:08;Part One;4.235.602.373;-7.106.177.615
I182069810;Larceny From Motor Vehicle;30/08/2018 21:10;Part One;4.235.933.482;-7.106.503.816
I182069811;Robbery;30/08/2018 21:59;Part One;4.231.069.804;-7.107.119.068
I182069905;Auto Theft;30/08/2018 22:53;Part One;4.226.982.567;-7.111.699.322
I182069833;Aggravated Assault;31/08/2018 00:01;Part One;4.231.190.641;-7.110.213.227
I182070142;Larceny;31/08/2018 00:54;Part One;4.235.754.620;-7.105.881.953
I182069846;Aggravated Assault;31/08/2018 02:15;Part One;4.235.459.106;-7.106.219.010
I182069859;Commercial Burglary;31/08/2018 04:28;Part One;4.232.692.112;-7.105.841.861
I182069865;Larceny;31/08/2018 07:12;Part One;4.234.657.497;-7.107.438.650
I182069923;Auto Theft;31/08/2018 10:25;Part One;4.233.546.813;-7.104.489.149
I182069956;Aggravated Assault;31/08/2018 11:53;Part One;4.227.855.984;-7.109.199.697
I182069948;Larceny;31/08/2018 12:20;Part One;4.231.696.650;-7.108.254.058
I182069950;Larceny;31/08/2018 13:16;Part One;4.235.107.111;-7.112.570.166
I182070034;Larceny;31/08/2018 15:30;Part One;4.235.159.398;-7.112.865.659
