INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182070232;Larceny From Motor Vehicle;31/08/2018 17:00;Part One;4.234.039.076;-7.105.168.188
I182070025;Larceny;31/08/2018 17:05;Part One;4.230.896.999;-7.108.284.839
I182070052;Larceny;31/08/2018 18:23;Part One;4.235.272.466;-7.112.927.406
I182070051;Aggravated Assault;31/08/2018 18:55;Part One;4.225.716.913;-7.112.530.617
I182070084;Robbery;31/08/2018 19:05;Part One;4.231.024.899;-7.109.183.930
I182070123;Larceny;31/08/2018 21:00;Part One;4.235.997.967;-7.105.474.135
I182070124;Larceny;31/08/2018 22:49;Part One;4.228.747.035;-7.115.159.840
I182070140;Residential Burglary;31/08/2018 23:52;Part One;4.230.170.996;-7.106.174.506
I182070206;Auto Theft;01/09/2018 01:00;Part One;4.229.708.829;-7.109.095.546
I182070161;Larceny;01/09/2018 01:55;Part One;4.235.245.899;-7.112.805.084
I182070189;Residential Burglary;01/09/2018 04:47;Part One;4.229.126.463;-7.106.811.401
I182070192;Auto Theft;01/09/2018 06:23;Part One;4.232.503.262;-7.106.915.744
I182070281;Larceny;01/09/2018 11:00;Part One;4.234.862.382;-7.108.277.637
I182070284;Aggravated Assault;01/09/2018 13:37;Part One;4.229.574.022;-7.107.322.638
I182070302;Aggravated Assault;01/09/2018 14:26;Part One;4.231.873.011;-7.106.660.708
I182071054;Auto Theft;01/09/2018 15:30;Part One;4.235.055.412;-7.109.056.227
I182070626;Larceny From Motor Vehicle;01/09/2018 16:00;Part One;4.235.025.370;-7.113.336.819
I182070331;Auto Theft;01/09/2018 16:15;Part One;4.231.975.730;-7.105.428.941
I182070360;Larceny;01/09/2018 16:30;Part One;4.235.512.339;-7.106.087.980
I182070342;Robbery;01/09/2018 17:05;Part One;4.227.645.319;-7.111.297.971
I182070491;Auto Theft;01/09/2018 18:00;Part One;4.228.863.812;-7.106.631.579
I182070370;Residential Burglary;01/09/2018 18:58;Part One;4.236.531.295;-7.105.565.803
I182070518;Larceny;01/09/2018 20:40;Part One;4.234.862.382;-7.108.277.637
I182070411;Larceny;01/09/2018 21:48;Part One;4.234.840.576;-7.108.688.339
I182070563;Auto Theft;01/09/2018 23:00;Part One;4.235.275.712;-7.108.240.215
I182073835;Larceny From Motor Vehicle;02/09/2018 00:00;Part One;4.232.642.853;-7.108.628.759
I182070497;Larceny;02/09/2018 04:10;Part One;4.233.131.745;-7.104.411.164
I182070489;Larceny;02/09/2018 07:33;Part One;4.234.221.544;-7.108.577.075
I182070521;Larceny;02/09/2018 10:39;Part One;4.224.124.926;-7.112.629.908
I182070532;Larceny;02/09/2018 11:58;Part One;4.228.020.820;-7.117.087.959
I182070945;Larceny;02/09/2018 13:00;Part One;4.235.779.134;-7.113.937.053
I182070571;Residential Burglary;02/09/2018 14:39;Part One;4.231.014.403;-7.108.759.179
I182071311;Residential Burglary;02/09/2018 16:00;Part One;4.230.985.924;-7.106.433.641
I182070759;Larceny From Motor Vehicle;02/09/2018 16:45;Part One;4.228.788.933;-7.112.658.585
I182070596;Larceny From Motor Vehicle;02/09/2018 17:29;Part One;4.233.382.906;-7.105.128.729
I182070610;Auto Theft;02/09/2018 18:20;Part One;4.229.293.522;-7.107.575.826
I182070649;Larceny;02/09/2018 19:50;Part One;4.231.322.413;-7.105.715.277
I182072452;Aggravated Assault;02/09/2018 21:00;Part One;4.230.845.311;-7.108.718.664
I182070689;Aggravated Assault;02/09/2018 21:27;Part One;4.231.501.293;-7.109.756.690
I182070685;Aggravated Assault;02/09/2018 22:39;Part One;4.230.396.336;-7.105.924.636
I182070706;Residential Burglary;02/09/2018 23:33;Part One;4.228.413.536;-7.106.957.385
I182076392;Larceny;03/09/2018 00:00;Part One;4.236.174.101;-7.106.376.562
I182070741;Robbery;03/09/2018 03:26;Part One;4.236.053.257;-7.114.426.332
I182070779;Aggravated Assault;03/09/2018 10:00;Part One;4.233.750.090;-7.109.583.094
I182070804;Residential Burglary;03/09/2018 11:00;Part One;4.235.241.230;-7.116.878.833
I182070815;Aggravated Assault;03/09/2018 12:40;Part One;4.232.259.354;-7.110.619.643
I182072356;Larceny;03/09/2018 13:02;Part One;4.232.569.490;-7.106.816.778
I182070838;Larceny;03/09/2018 14:00;Part One;4.234.797.240;-7.107.849.582
I182071170;Larceny;03/09/2018 15:50;Part One;4.235.602.373;-7.106.177.615
I182070885;Larceny;03/09/2018 17:17;Part One;4.230.154.555;-7.108.118.184
I182073898;Larceny;03/09/2018 18:15;Part One;4.225.337.200;-7.111.654.302
I182071082;Larceny From Motor Vehicle;03/09/2018 19:00;Part One;4.228.197.491;-7.106.085.599
I182070912;Larceny;03/09/2018 19:35;Part One;4.237.868.909;-7.105.346.450
I182070948;Larceny;03/09/2018 20:30;Part One;4.236.643.546;-7.106.135.413
I182070933;Auto Theft;03/09/2018 21:25;Part One;4.230.607.218;-7.108.273.260
I182070964;Robbery;03/09/2018 21:51;Part One;4.227.855.984;-7.109.199.697
I182070956;Aggravated Assault;03/09/2018 22:24;Part One;4.230.703.587;-7.108.410.227
I182070962;Larceny;03/09/2018 23:06;Part One;4.227.470.119;-7.109.344.053
I182079341;Larceny;04/09/2018 00:00;Part One;4.235.231.190;-7.106.370.510
I182070973;Auto Theft;04/09/2018 00:11;Part One;4.231.633.754;-7.109.326.915
I182070989;Residential Burglary;04/09/2018 01:38;Part One;4.235.330.972;-7.116.778.958
I182071013;Larceny From Motor Vehicle;04/09/2018 05:53;Part One;4.228.699.242;-7.109.516.729
I182071023;Aggravated Assault;04/09/2018 08:07;Part One;4.227.380.942;-7.111.996.035
I182072020;Larceny;04/09/2018 09:17;Part One;4.235.997.967;-7.105.474.135
I182071040;Aggravated Assault;04/09/2018 09:49;Part One;4.228.935.481;-7.106.767.297
I182071090;Auto Theft;04/09/2018 11:21;Part One;4.233.561.661;-7.103.641.895
I182071098;Larceny;04/09/2018 12:30;Part One;4.235.657.707;-7.114.883.784
I182071340;Auto Theft;04/09/2018 13:00;Part One;4.230.565.415;-7.108.186.812
I182071149;Larceny;04/09/2018 14:00;Part One;4.234.095.802;-7.106.760.101
I182071191;Robbery;04/09/2018 15:27;Part One;4.232.667.817;-7.107.148.110
I182071263;Other Burglary;04/09/2018 16:01;Part One;4.235.521.429;-7.106.206.351
I182071355;Auto Theft;04/09/2018 17:00;Part One;4.237.130.572;-7.103.293.712
I182074496;Larceny;04/09/2018 18:00;Part One;4.236.694.506;-7.105.777.777
I182071841;Larceny;04/09/2018 18:55;Part One;4.234.862.382;-7.108.277.637
I182071366;Larceny From Motor Vehicle;04/09/2018 20:30;Part One;4.232.223.668;-7.106.835.304
I182071303;Robbery;04/09/2018 21:56;Part One;4.230.209.443;-7.106.575.183
I182071316;Robbery;04/09/2018 22:50;Part One;4.226.652.466;-7.109.855.320
I182071829;Auto Theft;04/09/2018 23:59;Part One;4.233.294.920;-7.104.785.576
I182071324;Larceny;05/09/2018 00:57;Part One;4.235.441.899;-7.115.018.788
I182071489;Residential Burglary;05/09/2018 07:00;Part One;4.232.023.577;-7.111.182.922
I182071362;Larceny;05/09/2018 08:23;Part One;4.236.497.550;-7.106.204.400
I182072048;Larceny;05/09/2018 10:00;Part One;4.234.827.698;-7.107.038.932
I182071761;Larceny;05/09/2018 11:00;Part One;4.232.692.112;-7.105.841.861
I182071456;Larceny From Motor Vehicle;05/09/2018 13:44;Part One;4.232.259.354;-7.110.619.643
I182071546;Larceny From Motor Vehicle;05/09/2018 15:00;Part One;4.230.084.929;-7.108.522.128
I182071517;Aggravated Assault;05/09/2018 16:33;Part One;4.228.480.303;-7.109.114.391
I182071555;Auto Theft;05/09/2018 17:40;Part One;4.231.190.475;-7.105.910.531
I182071801;Larceny;05/09/2018 18:40;Part One;4.234.597.769;-7.108.392.801
I182071696;Larceny From Motor Vehicle;05/09/2018 19:00;Part One;4.231.633.855;-7.106.879.992
I182072327;Larceny;05/09/2018 19:00;Part One;4.229.554.105;-7.105.928.805
I182071578;Larceny;05/09/2018 19:44;Part One;4.238.167.191;-7.103.928.397
I182071599;Aggravated Assault;05/09/2018 21:20;Part One;4.227.700.963;-7.107.431.626
I182073638;Larceny;06/09/2018 00:00;Part One;4.231.865.102;-7.108.162.344
I182071665;Aggravated Assault;06/09/2018 00:39;Part One;4.230.487.010;-7.108.120.638
I182071648;Auto Theft;06/09/2018 02:31;Part One;4.228.349.153;-7.108.991.288
I182072137;Larceny;06/09/2018 07:50;Part One;4.234.605.510;-7.107.050.669
I182073304;Residential Burglary;06/09/2018 09:31;Part One;4.227.759.869;-7.109.136.804
I182071744;Aggravated Assault;06/09/2018 11:11;Part One;4.235.095.909;-7.107.412.780
I182071892;Larceny;06/09/2018 12:07;Part One;4.234.999.733;-7.108.103.440
I182071754;Robbery;06/09/2018 12:33;Part One;4.234.693.807;-7.109.266.111
I182071827;Larceny;06/09/2018 14:30;Part One;4.235.231.190;-7.106.370.510
I182071842;Larceny;06/09/2018 16:11;Part One;4.228.431.486;-7.107.410.838
I182073483;Larceny;06/09/2018 17:30;Part One;4.236.658.726;-7.106.019.881
I182072151;Larceny From Motor Vehicle;06/09/2018 19:30;Part One;4.236.639.946;-7.103.262.575
I182072971;Auto Theft;06/09/2018 20:30;Part One;4.227.193.751;-7.109.213.540
I182074810;Residential Burglary;06/09/2018 21:00;Part One;4.233.898.333;-7.107.748.706
I182071926;Aggravated Assault;06/09/2018 22:27;Part One;4.233.506.218;-7.109.316.781
I182071940;Aggravated Assault;06/09/2018 23:27;Part One;4.236.780.297;-7.103.943.328
I182071942;Robbery;06/09/2018 23:52;Part One;4.227.267.557;-7.109.192.911
I182071971;Commercial Burglary;07/09/2018 01:00;Part One;4.234.890.734;-7.107.189.330
I182071956;Larceny;07/09/2018 04:20;Part One;4.225.843.909;-7.112.348.834
I182072317;Larceny From Motor Vehicle;07/09/2018 09:00;Part One;4.234.997.991;-7.115.248.098
I182072091;Larceny From Motor Vehicle;07/09/2018 09:30;Part One;4.234.710.196;-7.108.841.746
I182072030;Larceny;07/09/2018 12:02;Part One;4.236.802.589;-7.103.499.440
I182072062;Aggravated Assault;07/09/2018 13:22;Part One;4.231.696.650;-7.108.254.058
I182072147;Larceny;07/09/2018 14:47;Part One;4.224.124.926;-7.112.629.908
I182077232;Larceny;07/09/2018 15:30;Part One;4.234.255.587;-7.109.807.867
I182073347;Larceny From Motor Vehicle;07/09/2018 17:00;Part One;4.231.987.416;-7.111.480.652
I182072835;Larceny From Motor Vehicle;07/09/2018 19:00;Part One;4.232.224.255;-7.108.277.356
I182072196;Aggravated Assault;07/09/2018 20:21;Part One;4.230.328.747;-7.106.363.409
I182073586;Larceny;07/09/2018 22:00;Part One;4.233.571.838;-7.103.025.592
I182072404;Larceny;07/09/2018 23:30;Part One;4.234.717.363;-7.109.644.390
I182072229;Larceny;08/09/2018 00:24;Part One;4.236.643.546;-7.106.135.413
I182072255;Aggravated Assault;08/09/2018 02:30;Part One;4.235.283.155;-7.113.114.273
I182072297;Larceny From Motor Vehicle;08/09/2018 08:10;Part One;4.228.279.696;-7.106.605.881
I182072314;Robbery;08/09/2018 09:50;Part One;4.234.175.462;-7.106.854.770
I182072347;Larceny;08/09/2018 10:30;Part One;4.228.526.024;-7.106.444.063
I182072335;Larceny From Motor Vehicle;08/09/2018 11:39;Part One;4.233.732.196;-7.103.547.288
I182073603;Larceny;08/09/2018 12:00;Part One;4.234.802.988;-7.113.550.939
I182072370;Larceny;08/09/2018 12:22;Part One;4.227.581.799;-7.113.991.259
I182072403;Aggravated Assault;08/09/2018 14:51;Part One;4.235.156.343;-7.105.701.389
I182072890;Larceny;08/09/2018 15:30;Part One;4.235.997.967;-7.105.474.135
I182073591;Larceny;08/09/2018 17:30;Part One;4.234.797.240;-7.107.849.582
I182072466;Larceny;08/09/2018 18:31;Part One;4.233.903.373;-7.107.997.273
I182072500;Larceny;08/09/2018 19:00;Part One;4.234.901.954;-7.108.130.134
I182072460;Larceny;08/09/2018 19:08;Part One;4.232.525.339;-7.109.670.872
I182072936;Larceny From Motor Vehicle;08/09/2018 21:00;Part One;4.234.451.294;-7.108.049.717
I182072740;Larceny;08/09/2018 22:00;Part One;4.237.083.684;-7.103.397.707
I182072521;Aggravated Assault;08/09/2018 23:23;Part One;4.236.600.842;-7.106.403.504
I182079238;Larceny;09/09/2018 00:00;Part One;4.234.255.587;-7.109.807.867
I182072557;Larceny;09/09/2018 02:50;Part One;4.235.090.060;-7.106.068.690
I182072575;Larceny From Motor Vehicle;09/09/2018 05:00;Part One;4.235.106.637;-7.106.549.569
I182073565;Commercial Burglary;09/09/2018 07:55;Part One;4.235.997.967;-7.105.474.135
I182072622;Larceny;09/09/2018 09:05;Part One;4.233.857.000;-7.110.670.681
I182072631;Robbery;09/09/2018 11:20;Part One;4.230.396.336;-7.105.924.636
I182072655;Residential Burglary;09/09/2018 13:36;Part One;4.235.465.140;-7.113.046.147
I182073319;Larceny From Motor Vehicle;09/09/2018 15:30;Part One;4.233.856.624;-7.108.074.420
I182072687;Larceny;09/09/2018 16:31;Part One;4.236.339.154;-7.105.488.123
I182072694;Larceny;09/09/2018 17:27;Part One;4.232.874.077;-7.108.771.559
I182072726;Aggravated Assault;09/09/2018 19:08;Part One;4.233.124.700;-7.107.689.700
I182072739;Auto Theft;09/09/2018 20:30;Part One;4.234.160.357;-7.109.771.750
I182073621;Larceny From Motor Vehicle;09/09/2018 21:00;Part One;4.235.816.431;-7.106.740.395
I182072771;Larceny From Motor Vehicle;09/09/2018 23:24;Part One;4.235.766.347;-7.105.441.230
I182073181;Larceny;10/09/2018 00:00;Part One;4.230.203.902;-7.106.009.072
I182072795;Robbery;10/09/2018 02:50;Part One;4.234.888.042;-7.106.149.764
I182072798;Aggravated Assault;10/09/2018 04:04;Part One;4.231.788.176;-7.108.911.975
I182078785;Larceny;10/09/2018 06:38;Part One;4.234.862.382;-7.108.277.637
I182073000;Residential Burglary;10/09/2018 08:00;Part One;4.234.651.823;-7.114.964.882
I182072839;Residential Burglary;10/09/2018 09:20;Part One;4.234.827.698;-7.107.038.932
I182072867;Larceny;10/09/2018 10:41;Part One;4.234.932.471;-7.108.014.801
I182072927;Larceny From Motor Vehicle;10/09/2018 13:21;Part One;4.234.138.650;-7.108.082.550
I182062268;Auto Theft;10/09/2018 14:00;Part One;4.227.470.119;-7.109.344.053
I182073190;Larceny From Motor Vehicle;10/09/2018 15:30;Part One;4.231.529.421;-7.109.486.034
I182075153;Larceny;10/09/2018 16:20;Part One;4.231.961.380;-7.104.158.781
I182073246;Larceny From Motor Vehicle;10/09/2018 17:00;Part One;4.232.440.779;-7.107.490.065
I182072994;Larceny;10/09/2018 17:53;Part One;4.228.671.034;-7.110.822.888
I182073221;Larceny From Motor Vehicle;10/09/2018 18:00;Part One;4.232.871.010;-7.105.825.095
I182073051;Aggravated Assault;10/09/2018 20:15;Part One;4.234.676.463;-7.108.747.789
I182073058;Larceny;10/09/2018 20:50;Part One;4.234.353.469;-7.109.980.109
I182073327;Robbery;10/09/2018 22:00;Part One;4.233.083.220;-7.107.428.830
I182073083;Aggravated Assault;10/09/2018 22:53;Part One;4.227.905.730;-7.109.584.789
I182073097;Aggravated Assault;11/09/2018 00:55;Part One;4.231.888.243;-7.109.929.423
I182073295;Residential Burglary;11/09/2018 06:00;Part One;4.230.269.797;-7.106.601.480
I182073133;Residential Burglary;11/09/2018 07:02;Part One;4.230.762.176;-7.107.752.554
I182073455;Larceny;11/09/2018 08:30;Part One;4.226.956.689;-7.109.075.049
I182073161;Residential Burglary;11/09/2018 09:43;Part One;4.228.643.443;-7.111.635.102
I182073308;Larceny;11/09/2018 10:54;Part One;4.234.241.506;-7.109.521.114
I182073207;Larceny From Motor Vehicle;11/09/2018 12:05;Part One;4.228.312.575;-7.108.651.181
I182073247;Larceny;11/09/2018 14:03;Part One;4.235.979.038;-7.107.078.234
I182073356;Larceny;11/09/2018 15:30;Part One;4.233.210.843;-7.107.014.395
I182073373;Larceny;11/09/2018 16:25;Part One;4.234.862.382;-7.108.277.637
I182073781;Larceny;11/09/2018 17:00;Part One;4.237.840.325;-7.105.729.035
I182073344;Larceny;11/09/2018 17:34;Part One;4.230.782.060;-7.106.336.696
I182073485;Auto Theft;11/09/2018 19:00;Part One;4.236.028.219;-7.106.867.269
I182073402;Larceny;11/09/2018 21:37;Part One;4.228.045.654;-7.112.069.275
I182073489;Larceny From Motor Vehicle;11/09/2018 22:00;Part One;4.228.553.329;-7.112.161.561
I182073529;Auto Theft;11/09/2018 23:00;Part One;4.236.654.299;-7.105.742.812
I182074081;Larceny;12/09/2018 01:00;Part One;4.234.873.541;-7.107.049.185
I182073441;Robbery;12/09/2018 02:15;Part One;4.235.822.966;-7.105.362.239
I182074547;Larceny;12/09/2018 07:00;Part One;4.233.830.258;-7.110.235.253
I182073610;Larceny;12/09/2018 08:30;Part One;4.229.990.887;-7.106.424.768
I182073520;Larceny;12/09/2018 11:22;Part One;4.231.696.650;-7.108.254.058
I182073535;Aggravated Assault;12/09/2018 11:36;Part One;4.235.408.145;-7.105.977.436
I182073567;Larceny;12/09/2018 13:11;Part One;4.232.696.647;-7.106.198.607
I182073620;Larceny;12/09/2018 15:50;Part One;4.235.237.073;-7.107.227.173
I182073659;Larceny From Motor Vehicle;12/09/2018 17:30;Part One;4.232.961.634;-7.108.232.206
I182073733;Auto Theft;12/09/2018 18:00;Part One;4.235.170.571;-7.111.989.956
I182073634;Larceny From Motor Vehicle;12/09/2018 18:06;Part One;4.233.267.276;-7.105.484.953
I182073675;Aggravated Assault;12/09/2018 19:47;Part One;4.232.872.589;-7.108.382.217
I182073706;Robbery;12/09/2018 20:50;Part One;4.227.855.984;-7.109.199.697
I182074226;Larceny From Motor Vehicle;12/09/2018 21:00;Part One;4.226.187.650;-7.112.278.427
I182076609;Larceny;13/09/2018 00:00;Part One;4.234.634.585;-7.114.148.751
I182073751;Larceny From Motor Vehicle;13/09/2018 03:19;Part One;4.236.238.463;-7.105.316.216
I182073777;Larceny From Motor Vehicle;13/09/2018 08:12;Part One;4.232.356.110;-7.107.374.226
I182073824;Residential Burglary;13/09/2018 09:15;Part One;4.230.931.554;-7.106.608.501
I182073921;Larceny;13/09/2018 12:00;Part One;4.230.344.073;-7.106.674.608
I182074021;Larceny;13/09/2018 12:11;Part One;4.234.827.698;-7.107.038.932
I182073861;Larceny;13/09/2018 12:53;Part One;4.237.479.451;-7.106.600.871
I182073869;Larceny;13/09/2018 14:13;Part One;4.235.064.439;-7.106.811.584
I182073901;Larceny;13/09/2018 15:30;Part One;4.229.623.685;-7.104.853.645
I182073919;Larceny;13/09/2018 16:01;Part One;4.228.458.088;-7.103.973.966
I182073916;Aggravated Assault;13/09/2018 16:35;Part One;4.232.105.956;-7.107.313.291
I182073931;Residential Burglary;13/09/2018 16:53;Part One;4.231.462.973;-7.109.261.520
I182073948;Larceny;13/09/2018 17:15;Part One;4.237.382.755;-7.104.052.459
I182074070;Larceny;13/09/2018 19:40;Part One;4.234.717.072;-7.109.855.075
I182074027;Robbery;13/09/2018 22:56;Part One;4.235.421.226;-7.113.586.089
I182075295;Larceny;14/09/2018 01:55;Part One;4.233.123.776;-7.109.140.736
I182075709;Larceny From Motor Vehicle;14/09/2018 07:00;Part One;4.235.294.166;-7.115.110.370
I182074084;Auto Theft;14/09/2018 08:49;Part One;4.231.419.023;-7.105.693.352
I182074179;Aggravated Assault;14/09/2018 09:40;Part One;4.230.581.531;-7.110.962.700
I182074211;Larceny;14/09/2018 10:40;Part One;4.235.383.485;-7.105.320.638
I182074178;Larceny;14/09/2018 13:14;Part One;4.229.648.008;-7.108.001.594
I182074207;Larceny;14/09/2018 13:56;Part One;4.233.167.475;-7.109.640.092
I182074217;Larceny;14/09/2018 15:22;Part One;4.233.744.152;-7.110.428.096
I182074232;Larceny;14/09/2018 16:36;Part One;4.235.602.373;-7.106.177.615
I182077298;Larceny;14/09/2018 18:30;Part One;4.234.280.177;-7.110.069.510
I182074308;Aggravated Assault;14/09/2018 20:21;Part One;4.233.210.843;-7.107.014.395
I182074980;Larceny From Motor Vehicle;15/09/2018 00:15;Part One;4.229.631.481;-7.107.839.029
I182074378;Aggravated Assault;15/09/2018 02:39;Part One;4.234.997.256;-7.106.348.817
I182074372;Aggravated Assault;15/09/2018 03:35;Part One;4.231.526.714;-7.106.306.870
I182074420;Aggravated Assault;15/09/2018 10:11;Part One;4.231.200.869;-7.108.295.425
I182074423;Larceny From Motor Vehicle;15/09/2018 10:37;Part One;4.232.547.362;-7.108.429.892
I182075150;Larceny;15/09/2018 11:00;Part One;4.233.799.689;-7.110.566.020
I182074462;Larceny;15/09/2018 13:47;Part One;4.236.127.470;-7.105.707.752
I182076717;Larceny;15/09/2018 15:45;Part One;4.230.673.444;-7.107.712.722
I182074495;Aggravated Assault;15/09/2018 16:25;Part One;4.226.209.214;-7.111.670.964
I182074526;Larceny From Motor Vehicle;15/09/2018 17:38;Part One;4.230.391.522;-7.108.510.251
I182074514;Larceny;15/09/2018 18:10;Part One;4.237.161.486;-7.103.766.485
I182074555;Homicide;15/09/2018 20:10;Part One;4.230.703.587;-7.108.410.227
I182074624;Larceny From Motor Vehicle;15/09/2018 23:00;Part One;4.229.389.648;-7.108.451.577
I182075351;Larceny;15/09/2018 23:57;Part One;4.234.710.196;-7.108.841.746
I182074599;Robbery;16/09/2018 00:04;Part One;4.227.478.462;-7.109.368.461
I182074612;Residential Burglary;16/09/2018 01:25;Part One;4.231.113.317;-7.106.258.799
I182075361;Robbery;16/09/2018 02:00;Part One;4.235.314.285;-7.106.144.288
I182074625;Robbery;16/09/2018 02:34;Part One;4.235.375.411;-7.113.225.621
I182074636;Larceny;16/09/2018 03:09;Part One;4.234.877.575;-7.109.606.805
I182074643;Residential Burglary;16/09/2018 05:01;Part One;4.227.348.212;-7.113.779.498
I182074651;Residential Burglary;16/09/2018 06:15;Part One;4.234.522.836;-7.108.537.838
I182074681;Larceny;16/09/2018 10:52;Part One;4.228.576.510;-7.108.763.245
I182074722;Larceny From Motor Vehicle;16/09/2018 11:23;Part One;4.229.196.961;-7.107.795.509
