incident_number,offense_code_group,occurred_on_date,lat,long
I182027246,Larceny,14/05/2018 00:00,4.235.521.625,-7.106.012.863
I182027184,Larceny From Motor Vehicle,12/04/2018 02:04,4.236.529.810,-7.105.740.434
I182027135,Larceny,11/04/2018 06:00,4.224.316.898,-7.113.409.893
I182027053,Residential Burglary,11/04/2018 06:00,4.226.866.684,-7.114.904.534
I182026998,Larceny,31/03/2018 09:00,4.234.417.705,-7.114.231.310
I182026974,Larceny,11/04/2018 11:48,4.226.803.620,-7.109.484.348
I182026933,Residential Burglary,11/04/2018 10:15,4.228.131.208,-7.112.307.957
I182026900,Larceny From Motor Vehicle,11/04/2018 01:00,4.232.344.705,-7.108.954.531
I182026839,Auto Theft,06/04/2018 06:00,4.228.187.558,-7.108.550.538
I182026810,Larceny,10/04/2018 17:45,4.228.251.404,-7.115.747.905
I182026760,Larceny,10/04/2018 16:34,4.228.688.203,-7.112.766.290
I182026732,Larceny,10/04/2018 14:43,4.231.596.900,-7.106.625.300
I182026681,Aggravated Assault,10/04/2018 13:01,4.225.137.716,-7.113.295.048
I182026600,Robbery,10/04/2018 02:30,4.234.634.313,-7.108.482.013
I182026518,Residential Burglary,09/04/2018 18:47,4.227.758.926,-7.111.755.202
I182026475,Larceny,03/04/2018 09:37,4.224.537.314,-7.111.985.995
I182026423,Larceny,09/04/2018 14:41,4.228.368.807,-7.106.587.898
I182026374,Aggravated Assault,09/04/2018 12:18,4.228.061.230,-7.108.350.146
I182026328,Larceny From Motor Vehicle,06/04/2018 19:00,4.234.561.901,-7.107.990.847
I182026285,Larceny,09/04/2018 02:21,4.229.480.297,-7.106.175.129
I182026216,Larceny From Motor Vehicle,18/03/2018 08:00,4.234.544.847,-7.108.683.654
I182026153,Larceny From Motor Vehicle,07/04/2018 19:00,4.234.125.198,-7.116.086.569
I182026110,Larceny,08/04/2018 09:39,4.237.620.267,-7.103.979.926
I182026019,Larceny From Motor Vehicle,07/04/2018 22:39,4.238.197.028,-7.103.475.395
I182025962,Homicide,07/04/2018 17:37,4.226.273.505,-7.111.078.287
I182025909,Larceny,07/04/2018 12:44,4.236.683.981,-7.103.505.689
I182025847,Larceny,06/04/2018 23:20,4.236.303.798,-7.105.524.751
I182025808,Larceny,07/04/2018 05:27,4.233.079.359,-7.105.030.994
I182025753,Larceny,06/04/2018 21:30,4.235.140.041,-7.106.480.285
I182025672,Larceny,06/04/2018 16:15,4.236.020.464,-7.105.620.816
I182025687,Auto Theft,06/04/2018 16:27,4.233.168.201,-7.106.798.742
I182025633,Larceny From Motor Vehicle,29/03/2018 21:00,4.233.857.289,-7.105.575.501
I182025586,Auto Theft,05/04/2018 19:00,4.231.529.421,-7.109.486.034
I182025514,Residential Burglary,05/04/2018 07:30,4.234.751.259,-7.113.689.285
I182025482,Larceny,01/04/2018 17:00,4.230.461.251,-7.107.296.566
I182025452,Larceny,05/04/2018 16:25,4.228.736.979,-7.112.714.211
I182025376,Auto Theft,05/04/2018 13:00,4.235.666.076,-7.115.104.267
I182025327,Larceny,05/04/2018 11:53,4.227.413.021,-7.111.674.617
I182025273,Residential Burglary,05/04/2018 09:26,4.235.034.269,-7.113.038.207
I182025204,Robbery,04/04/2018 21:08,4.230.018.979,-7.108.244.261
I182025119,Other Burglary,03/04/2018 23:00,4.235.118.146,-7.108.824.120
I182025092,Aggravated Assault,03/04/2018 19:00,4.227.975.024,-7.114.094.238
I182025024,Aggravated Assault,04/04/2018 09:15,4.231.529.421,-7.109.486.034
I182024963,Larceny,03/04/2018 15:00,4.235.118.146,-7.108.824.120
I182024895,Larceny,03/04/2018 20:00,4.229.321.805,-7.107.886.455
I182024852,Residential Burglary,03/04/2018 18:10,4.238.135.785,-7.103.768.163
I182024803,Larceny,03/04/2018 07:00,4.233.572.403,-7.107.232.651
I182024666,Robbery,03/04/2018 06:59,4.235.370.585,-7.105.898.587
I182024705,Auto Theft,23/02/2018 12:31,4.235.988.372,-7.106.016.189
I182024620,Residential Burglary,02/04/2018 21:45,4.229.915.578,-7.107.252.754
I182024563,Larceny,31/03/2018 11:48,4.234.280.177,-7.110.069.510
I182024505,Larceny,02/04/2018 14:08,4.234.634.585,-7.114.148.751
I182024476,Larceny,28/03/2018 12:00,4.232.311.753,-7.110.666.220
I182024415,Auto Theft,02/04/2018 11:32,4.232.573.038,-7.107.796.428
I182024356,Larceny,02/04/2018 08:31,4.235.370.585,-7.105.898.587
I182024337,Larceny,02/04/2018 04:19,4.229.767.279,-7.104.941.018
I182024289,Aggravated Assault,01/04/2018 22:17,4.232.545.165,-7.108.677.983
I182024231,Larceny From Motor Vehicle,31/03/2018 17:55,4.234.966.751,-7.113.048.678
I182024186,Larceny,31/03/2018 20:00,4.231.150.724,-7.107.466.948
I182024160,Aggravated Assault,31/03/2018 22:00,4.227.022.181,-7.109.892.736
I182024130,Aggravated Assault,01/04/2018 07:24,4.233.596.847,-7.108.129.856
I182024083,Aggravated Assault,01/04/2018 00:45,4.235.325.379,-7.104.872.410
I182024021,Larceny,29/03/2018 23:00,4.235.822.966,-7.105.362.239
I182023974,Larceny,31/03/2018 00:00,4.230.215.372,-7.106.287.859
I182023890,Residential Burglary,29/03/2018 12:00,4.229.451.627,-7.105.875.403
I182023836,Robbery,31/03/2018 01:44,4.237.546.983,-7.103.730.221
I182023780,Larceny,30/03/2018 15:00,4.232.553.801,-7.106.579.592
I182023728,Robbery,30/03/2018 16:07,4.228.251.404,-7.115.747.905
I182023714,Larceny,30/03/2018 15:24,4.224.999.342,-7.112.344.849
I182023678,Larceny,30/03/2018 11:45,4.230.736.306,-7.107.165.237
I182023626,Larceny,30/03/2018 11:01,4.234.999.733,-7.108.103.440
I182023599,Larceny,29/03/2018 13:35,4.234.698.260,-7.109.111.988
I182023567,Larceny,30/03/2018 08:05,4.237.495.129,-7.103.587.934
I182023470,Larceny,29/03/2018 17:52,4.235.433.643,-7.107.323.767
I182023412,Larceny,29/03/2018 13:23,4.234.862.382,-7.108.277.637
I182023372,Larceny,06/03/2018 00:00,4.230.645.329,-7.108.453.413
I182023324,Larceny,29/03/2018 09:00,4.230.132.884,-7.110.963.274
I182023272,Larceny From Motor Vehicle,29/03/2018 03:38,4.233.189.752,-7.106.908.191
I182023229,Robbery,28/03/2018 22:00,4.233.676.619,-7.108.205.122
I182023184,Larceny,27/03/2018 17:50,4.234.862.382,-7.108.277.637
I182023120,Larceny From Motor Vehicle,26/03/2018 18:00,4.231.499.993,-7.111.530.810
I182023050,Larceny,28/03/2018 12:08,4.234.701.666,-7.106.886.238
I182022976,Commercial Burglary,28/03/2018 06:58,4.226.623.736,-7.116.843.346
I182022947,Aggravated Assault,27/03/2018 23:12,4.235.637.531,-7.106.213.513
I182022910,Larceny,13/03/2018 14:30,4.234.280.177,-7.110.069.510
I182022873,Larceny,27/03/2018 13:30,4.235.170.571,-7.111.989.956
I182022816,Larceny,27/03/2018 15:30,4.228.633.596,-7.108.500.149
I182022760,Aggravated Assault,27/03/2018 10:25,4.230.649.283,-7.108.180.677
I182022727,Larceny From Motor Vehicle,26/03/2018 09:35,4.231.176.297,-7.106.324.161
I182022660,Larceny From Motor Vehicle,26/03/2018 20:30,4.234.807.438,-7.108.985.300
I182022620,Larceny From Motor Vehicle,26/03/2018 08:30,4.230.660.388,-7.108.055.038
I182022567,Larceny,25/03/2018 21:50,4.236.497.550,-7.106.204.400
I182022503,Larceny,26/03/2018 13:04,4.228.045.654,-7.112.069.275
I182022441,Larceny,26/03/2018 09:45,4.234.442.266,-7.109.833.083
I182022338,Larceny,25/03/2018 21:37,4.230.153.144,-7.108.257.819
I182022307,Larceny,25/03/2018 16:30,4.234.442.266,-7.109.833.083
I182022264,Other Burglary,25/03/2018 15:57,4.234.285.169,-7.105.427.918
I182022209,Aggravated Assault,25/03/2018 11:30,4.229.191.251,-7.107.049.431
I182022160,Auto Theft,25/03/2018 04:59,4.229.691.612,-7.108.363.894
I182022128,Aggravated Assault,25/03/2018 01:06,4.232.062.680,-7.109.108.856
I182022098,Larceny,24/03/2018 20:40,4.231.940.816,-7.108.140.505
I182022065,Larceny,24/03/2018 17:21,4.233.267.994,-7.110.957.900
I182022001,Larceny From Motor Vehicle,24/03/2018 00:00,4.233.536.884,-7.105.353.104
I182021965,Larceny,24/03/2018 11:03,4.225.326.734,-7.112.385.963
I182021922,Auto Theft,23/03/2018 23:00,4.229.307.889,-7.108.054.237
I182021887,Aggravated Assault,24/03/2018 00:34,4.236.489.134,-7.105.899.726
I182021852,Larceny,23/03/2018 08:00,4.234.416.701,-7.110.359.107
I182021804,Aggravated Assault,23/03/2018 14:15,4.237.967.066,-7.105.894.591
I182021763,Residential Burglary,23/03/2018 14:40,4.231.354.588,-7.109.179.044
I182021732,Larceny From Motor Vehicle,23/03/2018 08:30,4.232.531.510,-7.108.313.582
I182021688,Other Burglary,23/03/2018 09:29,4.234.862.382,-7.108.277.637
I182021625,Robbery,23/03/2018 01:32,4.237.864.819,-7.103.089.238
I182021564,Larceny,22/03/2018 18:43,4.233.401.829,-7.107.638.124
I182021485,Larceny,22/03/2018 14:57,4.235.997.967,-7.105.474.135
I182021442,Residential Burglary,22/03/2018 11:55,4.229.491.782,-7.105.943.678
I182021382,Larceny,21/03/2018 14:00,4.226.235.312,-7.115.350.513
I182021302,Larceny,20/03/2018 20:30,4.236.600.842,-7.106.403.504
I182021214,Larceny,21/03/2018 13:15,4.235.602.373,-7.106.177.615
I182021161,Larceny,21/03/2018 10:44,4.225.843.909,-7.112.348.834
I182021100,Larceny From Motor Vehicle,21/03/2018 00:55,4.230.839.354,-7.106.473.124
I182020974,Larceny,08/03/2018 00:00,4.234.489.594,-7.109.659.186
I182020961,Larceny From Motor Vehicle,18/03/2018 17:00,4.234.341.962,-7.108.395.600
I182020817,Aggravated Assault,20/03/2018 03:40,4.228.362.830,-7.109.349.553
I182020770,Aggravated Assault,19/03/2018 20:50,4.237.515.140,-7.106.396.420
I182020701,Residential Burglary,19/03/2018 16:05,4.228.431.486,-7.107.410.838
I182020665,Larceny,19/03/2018 15:35,4.234.749.899,-7.107.925.506
I182020645,Larceny,19/03/2018 12:32,4.234.862.382,-7.108.277.637
I182020577,Larceny,18/03/2018 15:30,4.235.680.075,-7.105.893.025
I182020547,Larceny,14/03/2018 17:30,4.232.720.403,-7.105.318.949
I182020451,Aggravated Assault,18/03/2018 21:40,4.231.684.817,-7.107.778.336
I182020407,Larceny,18/03/2018 18:27,4.234.942.050,-7.108.315.800
I182020356,Larceny From Motor Vehicle,17/03/2018 21:30,4.235.145.666,-7.106.167.557
I182020310,Larceny From Motor Vehicle,18/03/2018 09:54,4.229.191.251,-7.107.049.431
I182020226,Aggravated Assault,17/03/2018 23:16,4.227.615.691,-7.109.550.303
I182020144,Residential Burglary,17/03/2018 17:03,4.232.380.154,-7.105.831.079
I182020093,Larceny From Motor Vehicle,16/03/2018 21:00,4.230.870.132,-7.107.932.755
I182020041,Larceny,17/03/2018 08:25,4.227.205.742,-7.112.024.554
I182019998,Commercial Burglary,17/03/2018 01:36,4.235.272.948,-7.106.256.291
I182019934,Larceny,16/03/2018 19:03,4.231.929.343,-7.111.178.236
I182019889,Larceny,16/03/2018 14:27,4.232.696.647,-7.106.198.607
I182019830,Residential Burglary,05/03/2018 11:00,4.234.590.300,-7.106.946.322
I182019766,Larceny,16/03/2018 09:24,4.231.193.403,-7.111.429.090
I182019710,Aggravated Assault,16/03/2018 02:17,4.235.186.741,-7.112.290.572
I182019627,Residential Burglary,14/03/2018 13:00,4.234.767.067,-7.107.620.742
I182019558,Larceny,11/02/2018 00:00,4.234.355.868,-7.108.734.146
I182019537,Auto Theft,15/03/2018 12:15,4.231.326.923,-7.106.585.779
I182019493,Aggravated Assault,15/03/2018 10:40,4.233.945.339,-7.107.992.484
I182019392,Residential Burglary,14/03/2018 17:30,4.234.241.506,-7.109.521.114
I182019313,Aggravated Assault,14/03/2018 16:12,4.232.221.645,-7.108.206.723
I182019262,Larceny,14/03/2018 13:01,4.226.922.278,-7.109.384.023
I182019231,Aggravated Assault,14/03/2018 11:35,4.232.692.266,-7.108.313.475
I182019148,Aggravated Assault,13/03/2018 21:20,4.235.300.247,-7.104.502.270
I182019046,Larceny,13/03/2018 11:49,4.234.640.381,-7.107.551.289
I182018908,Larceny,12/03/2018 09:30,4.233.548.200,-7.107.586.449
I182018877,Larceny,24/02/2018 09:00,4.233.482.917,-7.104.705.015
I182018830,Larceny From Motor Vehicle,12/03/2018 16:19,4.233.473.779,-7.109.197.084
I182018793,Larceny,15/02/2018 17:00,4.234.507.026,-7.108.960.466
I182018677,Robbery,12/03/2018 02:05,4.236.690.003,-7.103.741.912
I182018618,Auto Theft,10/03/2018 22:30,4.234.255.587,-7.109.807.867
I182018571,Larceny,11/03/2018 15:11,4.235.521.625,-7.106.012.863
I182018527,Larceny,10/03/2018 18:50,4.235.997.967,-7.105.474.135
I182018494,Robbery,11/03/2018 08:58,4.229.434.410,-7.108.604.010
I182018441,Larceny,10/03/2018 23:11,4.232.553.801,-7.106.579.592
I182018386,Larceny,10/03/2018 15:00,4.235.648.631,-7.105.928.145
I182018357,Robbery,10/03/2018 16:34,4.235.249.436,-7.106.139.280
I182018314,Larceny,10/03/2018 14:58,4.230.938.437,-7.108.262.277
I182018269,Larceny,23/02/2018 00:00,4.229.458.370,-7.106.898.342
I182018195,Larceny,10/03/2018 00:49,4.234.854.636,-7.107.416.609
I182018166,Larceny,09/03/2018 14:38,4.235.410.505,-7.112.792.774
I182018118,Larceny,09/03/2018 18:00,4.234.338.034,-7.108.627.921
I182018084,Larceny,09/03/2018 16:26,4.225.189.440,-7.112.535.310
I182017992,Aggravated Assault,09/03/2018 12:17,4.235.903.323,-7.105.880.143
I182017954,Larceny From Motor Vehicle,09/03/2018 09:56,4.238.289.141,-7.103.930.932
I182017881,Larceny,08/03/2018 22:57,4.234.676.463,-7.108.747.789
I182017822,Larceny,24/02/2018 13:37,4.238.258.002,-7.103.184.167
I182017725,Larceny,08/03/2018 12:32,4.235.512.339,-7.106.087.980
I182017670,Larceny,08/03/2018 09:12,4.235.272.948,-7.106.256.291
I182017556,Larceny,07/03/2018 15:54,4.234.840.576,-7.108.688.339
I182017571,Larceny,07/03/2018 17:25,4.231.596.900,-7.106.625.300
I182017536,Larceny From Motor Vehicle,01/03/2018 08:00,4.237.030.725,-7.103.724.113
I182017472,Auto Theft,06/03/2018 20:00,4.228.657.529,-7.112.159.021
I182017431,Larceny,07/03/2018 08:37,4.228.439.820,-7.106.468.373
I182017326,Larceny From Motor Vehicle,04/03/2018 17:00,4.235.415.818,-7.115.386.618
I182017268,Larceny,05/03/2018 19:50,4.235.609.320,-7.105.734.151
I182017238,Auto Theft,05/03/2018 19:00,4.233.624.959,-7.107.678.586
I182017184,Larceny From Motor Vehicle,15/02/2018 10:00,4.236.339.723,-7.107.022.378
I182017122,Aggravated Assault,06/03/2018 05:53,4.235.145.666,-7.106.167.557
I182017075,Aggravated Assault,05/03/2018 20:04,4.227.724.055,-7.116.780.065
I182017011,Larceny,05/03/2018 16:07,4.235.095.909,-7.107.412.780
I182016958,Larceny,05/03/2018 13:54,4.235.512.339,-7.106.087.980
I182016917,Larceny,05/03/2018 10:38,4.230.144.714,-7.107.681.348
I182016860,Larceny,05/03/2018 08:29,4.232.567.726,-7.105.896.831
I182016758,Auto Theft,04/03/2018 19:10,4.230.433.950,-7.108.477.887
I182016719,Larceny From Motor Vehicle,04/03/2018 16:13,4.234.107.714,-7.107.239.570
I182016678,Aggravated Assault,04/03/2018 12:50,4.225.137.716,-7.113.295.048
I182016632,Residential Burglary,04/03/2018 08:48,4.232.140.611,-7.109.596.829
I182016593,Larceny,03/03/2018 10:53,4.234.857.652,-7.107.772.012
I182016535,Larceny,03/03/2018 18:32,4.229.919.694,-7.106.046.974
I182016471,Larceny,03/03/2018 14:13,4.232.287.413,-7.110.155.354
I182016429,Larceny,01/03/2018 19:15,4.235.521.625,-7.106.012.863
I182016399,Larceny,03/03/2018 09:07,4.234.190.866,-7.108.716.090
I182016280,Aggravated Assault,22/02/2018 07:00,4.237.644.380,-7.103.474.021
I182016218,Larceny,02/03/2018 14:26,4.234.432.514,-7.106.571.148
I182016163,Larceny,01/03/2018 09:30,4.234.358.318,-7.109.000.353
I182016114,Larceny From Motor Vehicle,02/03/2018 01:30,4.235.415.818,-7.115.386.618
I182016078,Larceny,02/03/2018 00:56,4.235.926.487,-7.105.429.349
I182016018,Larceny,01/03/2018 15:30,4.226.468.759,-7.116.471.064
I182015956,Larceny From Motor Vehicle,27/02/2018 17:00,4.235.064.439,-7.106.811.584
I182015906,Larceny,01/03/2018 12:46,4.235.272.948,-7.106.256.291
I182015825,Aggravated Assault,01/03/2018 03:30,4.235.666.076,-7.115.104.267
I182015767,Auto Theft,08/02/2018 16:00,4.231.985.444,-7.107.972.518
I182015706,Larceny,28/02/2018 15:30,4.223.490.232,-7.113.791.008
I182015658,Larceny From Motor Vehicle,27/02/2018 16:30,4.233.152.148,-7.107.085.307
I182015600,Larceny,27/02/2018 10:00,4.235.774.054,-7.105.956.789
I182015543,Larceny From Motor Vehicle,27/02/2018 16:00,4.234.635.344,-7.110.381.810
I182015509,Larceny,27/02/2018 21:52,4.227.413.021,-7.111.674.617
I182015403,Aggravated Assault,27/02/2018 16:36,4.229.083.470,-7.106.288.798
I182015343,Larceny,27/02/2018 11:15,4.235.042.609,-7.116.637.332
I182015260,Larceny From Motor Vehicle,27/02/2018 08:49,4.229.281.079,-7.107.327.594
I182015188,Aggravated Assault,26/02/2018 21:22,4.230.284.782,-7.106.808.985
I182015138,Larceny,26/02/2018 18:20,4.234.442.266,-7.109.833.083
I182015103,Larceny,25/02/2018 15:30,4.237.627.664,-7.105.383.757
I182015071,Larceny,24/02/2018 20:45,4.231.424.792,-7.106.560.782
I182015026,Larceny,24/02/2018 14:00,4.228.904.237,-7.107.657.020
I182014976,Larceny,26/02/2018 11:25,4.233.044.113,-7.108.373.481
I182014899,Aggravated Assault,26/02/2018 01:40,4.238.229.155,-7.104.036.424
I182014858,Aggravated Assault,25/02/2018 21:05,4.238.279.978,-7.101.977.077
I182014798,Larceny,25/02/2018 15:10,4.234.749.899,-7.107.925.506
I182014762,Larceny,25/02/2018 10:40,4.235.602.373,-7.106.177.615
I182014730,Aggravated Assault,27/06/2018 00:30,4.236.912.985,-7.103.659.529
I182014696,Larceny From Motor Vehicle,25/02/2018 02:44,4.234.143.928,-7.107.364.766
I182014657,Aggravated Assault,24/02/2018 21:19,4.234.412.628,-7.109.942.777
I182014578,Larceny From Motor Vehicle,24/02/2018 15:13,4.234.944.963,-7.108.796.270
I182014529,Larceny,23/02/2018 21:15,4.235.814.629,-7.105.464.996
I182014444,Larceny,24/02/2018 01:00,4.235.272.948,-7.106.256.291
I182014406,Larceny,23/02/2018 19:30,4.230.870.401,-7.106.844.484
I182014348,Larceny,23/02/2018 17:37,4.235.176.179,-7.107.452.168
I182014302,Larceny,23/02/2018 14:46,4.234.942.050,-7.108.315.800
I182014260,Larceny,21/02/2018 16:00,4.231.696.650,-7.108.254.058
I182014214,Larceny,02/02/2018 00:00,4.234.717.363,-7.109.644.390
I182014140,Larceny,22/02/2018 21:36,4.230.433.950,-7.108.477.887
I182014102,Larceny,22/02/2018 18:11,4.235.591.935,-7.106.000.539
I182014071,Larceny From Motor Vehicle,14/02/2018 19:00,4.237.435.896,-7.106.429.459
I182013997,Larceny From Motor Vehicle,22/02/2018 07:45,4.234.993.026,-7.109.407.011
I182013952,Larceny From Motor Vehicle,22/02/2018 07:27,4.235.141.082,-7.107.920.855
I182013906,Larceny,21/02/2018 21:42,4.237.448.704,-7.106.708.679
I182013860,Larceny,21/02/2018 15:25,4.234.410.718,-7.110.180.260
I182013822,Robbery,21/02/2018 17:11,4.229.004.971,-7.107.021.576
I182013776,Larceny,21/02/2018 16:27,4.236.045.096,-7.105.644.018
I182013739,Larceny,21/02/2018 14:45,4.230.896.999,-7.108.284.839
I182013706,Larceny From Motor Vehicle,17/02/2018 15:00,4.232.155.857,-7.106.132.071
I182013642,Larceny From Motor Vehicle,20/02/2018 23:00,4.234.028.574,-7.107.145.449
I182013577,Aggravated Assault,21/02/2018 00:49,4.228.671.034,-7.110.822.888
I182013527,Robbery,20/02/2018 19:32,4.228.962.239,-7.107.141.943
I182013458,Larceny,20/02/2018 14:30,4.226.623.736,-7.116.843.346
I182013412,Larceny,20/02/2018 13:35,4.234.749.899,-7.107.925.506
I182013363,Robbery,20/02/2018 11:08,4.228.665.632,-7.113.128.576
I182013310,Larceny From Motor Vehicle,20/02/2018 08:27,4.233.346.645,-7.105.701.556
I182013269,Residential Burglary,19/02/2018 22:49,4.231.915.678,-7.110.067.583
I182013220,Aggravated Assault,19/02/2018 18:42,4.230.603.974,-7.108.621.240
I182013188,Residential Burglary,19/02/2018 12:15,4.233.041.036,-7.111.148.382
I182013160,Robbery,10/02/2018 02:30,4.236.183.857,-7.105.976.489
I182013137,Larceny,19/02/2018 12:57,4.233.210.843,-7.107.014.395
I182013095,Larceny,19/02/2018 09:27,4.226.994.732,-7.109.380.308
I182013022,Larceny From Motor Vehicle,18/02/2018 17:50,4.230.919.422,-7.108.488.946
I182012937,Larceny,18/02/2018 13:44,4.234.797.240,-7.107.849.582
I182012884,Larceny,14/02/2018 10:00,4.234.893.308,-7.116.177.266
I182012858,Aggravated Assault,18/02/2018 01:45,4.235.266.601,-7.112.974.348
I182012767,Larceny,17/02/2018 17:45,4.235.283.155,-7.113.114.273
I182012733,Larceny,17/02/2018 00:00,4.234.676.463,-7.108.747.789
I182012703,Larceny,16/02/2018 19:00,4.237.734.983,-7.106.195.965
I182012649,Aggravated Assault,17/02/2018 09:38,4.233.014.012,-7.105.695.787
I182012609,Larceny From Motor Vehicle,17/02/2018 02:33,4.235.043.297,-7.105.873.158
I182012564,Residential Burglary,16/02/2018 07:15,4.235.227.289,-7.115.401.008
I182012519,Larceny,16/02/2018 17:30,4.235.176.179,-7.107.452.168
I182012486,Larceny,16/02/2018 13:30,4.234.937.839,-7.113.249.037
I182012432,Larceny,14/02/2018 22:00,4.237.750.817,-7.103.805.944
I182012376,Larceny,15/02/2018 15:30,4.234.583.760,-7.114.492.138
I182012290,Residential Burglary,15/02/2018 21:01,4.231.420.573,-7.109.134.282
I182012238,Larceny,15/02/2018 17:16,4.229.848.866,-7.106.313.294
I182012148,Larceny From Motor Vehicle,14/02/2018 04:55,4.233.773.362,-7.103.548.407
I182012085,Larceny,15/02/2018 09:15,4.233.543.510,-7.107.840.204
I182012025,Aggravated Assault,15/02/2018 04:47,4.235.968.680,-7.106.938.583
I182011977,Larceny,14/02/2018 22:05,4.231.960.766,-7.107.215.689
I182011945,Larceny,14/02/2018 19:45,4.230.254.239,-7.105.956.690
I182011912,Larceny,14/02/2018 15:00,4.237.627.664,-7.105.383.757
I182011862,Larceny,13/02/2018 19:20,4.234.862.382,-7.108.277.637
I182011835,Larceny,17/01/2018 12:00,4.235.218.613,-7.108.452.171
I182011781,Larceny From Motor Vehicle,13/02/2018 21:00,4.230.782.140,-7.108.354.076
I182011717,Larceny From Motor Vehicle,13/02/2018 21:58,4.231.026.891,-7.108.931.055
I182011665,Larceny From Motor Vehicle,12/02/2018 07:15,4.235.631.391,-7.105.778.101
I182011622,Larceny From Motor Vehicle,08/02/2018 00:00,4.234.805.092,-7.109.389.963
I182011597,Larceny,13/02/2018 12:27,4.235.095.909,-7.107.412.780
I182011513,Larceny From Motor Vehicle,12/02/2018 19:00,4.233.721.215,-7.107.597.603
I182011463,Robbery,12/02/2018 22:08,4.235.326.010,-7.106.283.216
I182011388,Larceny,12/02/2018 13:30,4.233.380.683,-7.110.377.843
I182011326,Larceny,12/02/2018 12:34,4.234.701.666,-7.106.886.238
I182011264,Auto Theft,11/02/2018 20:00,4.231.858.817,-7.107.778.653
I182011152,Auto Theft,10/02/2018 14:30,4.227.282.017,-7.106.525.771
I182011099,Larceny,11/02/2018 12:21,4.234.797.240,-7.107.849.582
I182011056,Aggravated Assault,11/02/2018 09:15,4.233.330.171,-7.108.181.675
I182011031,Residential Burglary,11/02/2018 03:41,4.233.322.007,-7.110.943.943
I182011000,Larceny From Motor Vehicle,11/02/2018 00:40,4.234.698.193,-7.108.651.163
I182010952,Larceny,10/02/2018 20:08,4.234.862.382,-7.108.277.637
I182010869,Larceny,10/02/2018 14:18,4.234.410.718,-7.110.180.260
I182010816,Larceny,09/02/2018 13:56,4.234.640.381,-7.107.551.289
I182010730,Larceny From Motor Vehicle,09/02/2018 13:55,4.226.932.098,-7.117.204.938
I182010678,Larceny,09/02/2018 18:56,4.233.392.560,-7.103.635.450
I182010657,Larceny From Motor Vehicle,09/02/2018 17:24,4.232.696.802,-7.108.051.941
I182010570,Robbery,09/02/2018 12:04,4.235.754.620,-7.105.881.953
I182010534,Larceny From Motor Vehicle,09/02/2018 08:40,4.232.324.394,-7.107.642.483
I182010472,Larceny,08/02/2018 22:40,4.232.188.540,-7.107.906.279
I182010436,Aggravated Assault,08/02/2018 15:45,4.233.428.841,-7.107.239.518
I182010402,Other Burglary,08/02/2018 17:32,4.235.410.505,-7.112.792.774
I182010343,Larceny,08/02/2018 13:02,4.235.521.625,-7.106.012.863
I182010286,Larceny,08/02/2018 10:25,4.228.636.893,-7.113.005.503
I182010233,Larceny From Motor Vehicle,07/02/2018 19:30,4.235.321.122,-7.114.841.124
I182010159,Larceny From Motor Vehicle,07/02/2018 18:00,4.232.696.647,-7.106.198.607
I182010121,Aggravated Assault,07/02/2018 18:38,4.231.624.019,-7.111.267.011
I182010075,Larceny,07/02/2018 14:44,4.232.287.413,-7.110.155.354
I182009988,Commercial Burglary,07/02/2018 08:21,4.235.528.211,-7.114.566.136
I182009946,Aggravated Assault,07/02/2018 01:02,4.237.736.388,-7.105.791.376
I182009897,Homicide,06/02/2018 19:54,4.230.555.042,-7.106.787.929
I182009856,Aggravated Assault,06/02/2018 16:30,4.231.506.898,-7.109.746.579
I182009785,Larceny,26/01/2018 08:00,4.234.999.733,-7.108.103.440
I182009730,Aggravated Assault,06/02/2018 11:22,4.231.735.472,-7.106.582.970
I182009688,Larceny,06/02/2018 07:21,4.238.777.475,-7.101.769.231
I182009650,Residential Burglary,06/02/2018 05:41,4.230.673.444,-7.107.712.722
I182009603,Residential Burglary,05/02/2018 20:07,4.235.491.054,-7.112.719.273
I182009534,Larceny,05/02/2018 17:16,4.235.095.909,-7.107.412.780
I182009502,Aggravated Assault,05/02/2018 15:05,4.231.959.298,-7.106.260.700
I182009448,Residential Burglary,05/02/2018 12:10,4.229.451.627,-7.105.875.403
I182009389,Residential Burglary,04/02/2018 02:42,4.229.202.539,-7.112.218.970
I182009229,Robbery,04/02/2018 14:37,4.234.894.667,-7.108.574.065
I182009298,Aggravated Assault,04/02/2018 20:12,4.230.316.091,-7.108.515.552
I182009227,Larceny,04/02/2018 15:07,4.233.857.000,-7.110.670.681
I182009179,Auto Theft,04/02/2018 11:04,4.231.400.961,-7.111.228.844
I182009104,Aggravated Assault,04/02/2018 00:11,4.228.480.303,-7.109.114.391
I182009048,Larceny,03/02/2018 18:51,4.234.840.576,-7.108.688.339
I182008999,Larceny,02/02/2018 13:00,4.226.021.476,-7.115.122.006
I182008961,Larceny,01/02/2018 20:00,4.234.862.382,-7.108.277.637
I182008888,Robbery,03/02/2018 02:24,4.236.481.242,-7.106.239.330
I182008763,Residential Burglary,02/02/2018 15:20,4.237.912.706,-7.106.122.663
I182008669,Commercial Burglary,02/02/2018 02:30,4.230.203.902,-7.106.009.072
I182008618,Larceny,02/02/2018 04:19,4.234.585.625,-7.108.099.529
I182008577,Robbery,01/02/2018 19:30,4.234.391.716,-7.108.967.541
