incident_number,offense_code_group,occurred_on_date,lat,long
I182075094,Residential Burglary,16/09/2018 01:30,4.227.348.212,-7.113.779.498
I182075009,Larceny From Motor Vehicle,17/09/2018 12:41,4.232.492.328,-7.108.069.053
I182074948,Auto Theft,11/04/2018 12:00,4.228.127.425,-7.108.654.557
I182074917,Auto Theft,16/09/2018 00:05,4.231.916.059,-7.105.299.711
I182074888,Larceny,17/09/2018 01:57,4.229.549.707,-7.107.211.394
I182074823,Larceny,16/09/2018 18:17,4.231.771.534,-7.109.823.049
I182074801,Auto Theft,16/09/2018 16:05,4.236.132.480,-7.105.243.553
I182074770,Residential Burglary,16/09/2018 15:52,4.228.763.040,-7.108.067.304
I182074737,Larceny,16/09/2018 14:02,4.228.541.846,-7.108.366.378
I182074713,Larceny From Motor Vehicle,16/09/2018 09:23,4.229.138.891,-7.107.599.527
I182074680,Residential Burglary,15/09/2018 21:30,4.230.269.797,-7.106.601.480
I182074642,Commercial Burglary,16/09/2018 04:23,4.235.613.296,-7.105.663.451
I182074612,Residential Burglary,16/09/2018 01:25,4.231.113.317,-7.106.258.799
I182074541,Aggravated Assault,15/09/2018 19:31,4.233.152.148,-7.107.085.307
I182074514,Larceny,15/09/2018 18:10,4.237.161.486,-7.103.766.485
I182074470,Larceny,26/08/2018 00:00,4.236.394.509,-7.105.942.841
I182074398,Residential Burglary,15/09/2018 00:00,4.233.407.912,-7.105.163.223
I182074306,Larceny From Motor Vehicle,14/09/2018 19:00,4.228.514.626,-7.108.999.610
I182074226,Larceny From Motor Vehicle,12/09/2018 21:00,4.226.187.650,-7.112.278.427
I182074190,Auto Theft,19/07/2018 23:00,4.232.470.968,-7.110.880.411
I182074145,Larceny,14/09/2018 10:01,4.233.857.000,-7.110.670.681
I182074084,Auto Theft,14/09/2018 08:49,4.231.419.023,-7.105.693.352
I182074021,Larceny,13/09/2018 12:11,4.234.827.698,-7.107.038.932
I182073966,Larceny,13/09/2018 16:45,4.235.540.738,-7.106.312.433
I182073931,Residential Burglary,13/09/2018 16:53,4.231.462.973,-7.109.261.520
I182073906,Larceny,13/09/2018 08:00,4.233.076.942,-7.107.766.482
I182073886,Robbery,07/09/2018 00:00,4.229.798.785,-7.106.506.647
I182073850,Larceny,03/09/2018 23:00,4.234.285.014,-7.106.516.235
I182073787,Aggravated Assault,13/09/2018 09:26,4.228.342.716,-7.112.422.635
I182073749,Auto Theft,12/09/2018 21:00,4.232.328.946,-7.106.809.105
I182073687,Aggravated Assault,12/09/2018 20:29,4.234.980.175,-7.107.840.978
I182073639,Larceny,14/08/2018 17:00,4.232.435.506,-7.107.440.305
I182073603,Larceny,08/09/2018 12:00,4.234.802.988,-7.113.550.939
I182073561,Larceny,12/09/2018 06:15,4.231.741.922,-7.109.567.995
I182073535,Aggravated Assault,12/09/2018 11:36,4.235.408.145,-7.105.977.436
I182073489,Larceny From Motor Vehicle,11/09/2018 22:00,4.228.553.329,-7.112.161.561
I182073455,Larceny,11/09/2018 08:30,4.226.956.689,-7.109.075.049
I182073402,Larceny,11/09/2018 21:37,4.228.045.654,-7.112.069.275
I182073356,Larceny,11/09/2018 15:30,4.233.210.843,-7.107.014.395
I182073308,Larceny,11/09/2018 10:54,4.234.241.506,-7.109.521.114
I182073248,Larceny,11/09/2018 14:23,4.234.797.240,-7.107.849.582
I182073225,Larceny,11/09/2018 11:06,4.236.020.464,-7.105.620.816
I182073181,Larceny,10/09/2018 00:00,4.230.203.902,-7.106.009.072
I182073131,Larceny From Motor Vehicle,11/09/2018 07:46,4.229.105.647,-7.108.933.752
I182073070,Robbery,10/09/2018 22:10,4.233.046.536,-7.107.442.945
I182073046,Larceny,23/08/2018 08:00,4.235.602.373,-7.106.177.615
I182073011,Larceny,29/08/2018 20:00,4.235.543.929,-7.116.213.260
I182072994,Larceny,10/09/2018 17:53,4.228.671.034,-7.110.822.888
I182072959,Aggravated Assault,10/09/2018 15:01,4.226.301.818,-7.112.709.821
I182072927,Larceny From Motor Vehicle,10/09/2018 13:21,4.234.138.650,-7.108.082.550
I182072870,Larceny,09/09/2018 21:00,4.234.339.388,-7.109.849.282
I182072831,Larceny From Motor Vehicle,09/09/2018 20:00,4.232.453.860,-7.108.821.844
I182072795,Robbery,10/09/2018 02:50,4.234.888.042,-7.106.149.764
I182072747,Residential Burglary,09/09/2018 20:38,4.231.922.045,-7.106.783.906
I182072717,Auto Theft,08/09/2018 23:00,4.233.136.637,-7.104.140.619
I182072687,Larceny,09/09/2018 16:31,4.236.339.154,-7.105.488.123
I182072651,Larceny,06/09/2018 17:30,4.228.987.906,-7.108.948.844
I182072615,Robbery,09/09/2018 10:49,4.232.029.322,-7.105.676.992
I182072561,Larceny,09/09/2018 03:00,4.235.398.560,-7.113.291.937
I182072475,Larceny,08/09/2018 18:56,4.235.059.717,-7.107.881.031
I182072431,Auto Theft,08/09/2018 17:47,4.230.664.081,-7.108.584.976
I182072402,Larceny,08/09/2018 12:07,4.230.782.846,-7.105.837.474
I182072347,Larceny,08/09/2018 10:30,4.228.526.024,-7.106.444.063
I182072317,Larceny From Motor Vehicle,07/09/2018 09:00,4.234.997.991,-7.115.248.098
I182072244,Larceny,08/09/2018 01:20,4.233.611.200,-7.104.665.434
I182072196,Aggravated Assault,07/09/2018 20:21,4.230.609.356,-7.106.718.570
I182072151,Larceny From Motor Vehicle,06/09/2018 19:30,4.236.639.946,-7.103.262.575
I182072121,Larceny,05/09/2018 09:00,4.234.138.415,-7.107.898.883
I182072071,Larceny,30/08/2018 14:55,4.233.142.637,-7.103.820.913
I182072029,Larceny,04/09/2018 08:00,4.230.406.551,-7.107.003.320
I182071979,Larceny From Motor Vehicle,05/09/2018 15:00,4.234.089.472,-7.106.892.711
I182071942,Larceny,06/09/2018 23:52,4.227.267.557,-7.109.192.911
I182071918,Larceny,06/09/2018 23:30,4.235.235.105,-7.104.463.592
I182071862,Residential Burglary,06/09/2018 18:04,4.229.104.501,-7.107.694.410
I182071824,Larceny,18/08/2018 10:00,4.232.274.491,-7.107.799.077
I182071767,Residential Burglary,31/08/2018 11:00,4.238.090.412,-7.102.795.572
I182071731,Larceny,05/09/2018 21:00,4.235.602.373,-7.106.177.615
I182071671,Larceny From Motor Vehicle,05/09/2018 17:15,4.235.734.979,-7.106.922.177
I182071622,Larceny,14/08/2018 23:57,4.234.241.352,-7.114.460.462
I182071577,Larceny,05/09/2018 18:51,4.238.878.407,-7.100.514.531
I182071517,Aggravated Assault,05/09/2018 16:33,4.228.480.303,-7.109.114.391
I182071483,Larceny,30/08/2018 10:30,4.233.210.843,-7.107.014.395
I182071412,Larceny,31/08/2018 09:00,4.228.676.590,-7.110.837.643
I182071386,Larceny,05/09/2018 09:55,4.233.115.024,-7.106.532.467
I182071324,Larceny,05/09/2018 00:57,4.235.441.899,-7.115.018.788
I182071301,Larceny,04/09/2018 19:06,4.236.734.525,-7.105.495.308
I182071249,Larceny,02/09/2018 14:13,4.229.176.926,-7.106.645.220
I182071197,Aggravated Assault,04/09/2018 16:17,4.231.265.126,-7.111.414.509
I182071154,Larceny,04/09/2018 14:35,4.228.187.061,-7.108.751.152
I182071119,Larceny,04/09/2018 13:43,4.234.862.382,-7.108.277.637
I182071098,Larceny,04/09/2018 12:30,4.235.657.707,-7.114.883.784
I182071063,Larceny From Motor Vehicle,04/09/2018 11:28,4.233.237.733,-7.108.237.779
I182071031,Larceny From Motor Vehicle,04/09/2018 08:09,4.228.874.110,-7.109.117.797
I182070989,Residential Burglary,04/09/2018 01:38,4.235.330.972,-7.116.778.958
I182070960,Aggravated Assault,03/09/2018 22:39,4.227.380.942,-7.111.996.035
I182070931,Robbery,03/09/2018 20:48,4.233.152.148,-7.107.085.307
I182070885,Larceny,03/09/2018 17:17,4.230.154.555,-7.108.118.184
I182070823,Larceny From Motor Vehicle,03/09/2018 14:00,4.230.782.140,-7.108.354.076
I182070795,Robbery,02/09/2018 20:30,4.229.290.563,-7.106.955.795
I182070720,Aggravated Assault,03/09/2018 01:00,4.230.234.412,-7.107.630.370
I182070685,Aggravated Assault,02/09/2018 22:39,4.230.396.336,-7.105.924.636
I182070625,Larceny From Motor Vehicle,02/09/2018 18:58,4.232.851.529,-7.107.653.709
I182070596,Larceny From Motor Vehicle,02/09/2018 17:29,4.233.382.906,-7.105.128.729
I182070553,Larceny,02/09/2018 13:20,4.235.554.806,-7.106.073.140
I182070520,Larceny,02/09/2018 10:59,4.226.496.475,-7.112.123.167
I182070446,Larceny From Motor Vehicle,01/09/2018 18:00,4.228.874.110,-7.109.117.797
I182070402,Larceny From Motor Vehicle,01/09/2018 21:11,4.233.464.183,-7.104.250.708
I182070353,Larceny,01/09/2018 14:20,4.235.234.110,-7.106.432.465
I182070324,Larceny From Motor Vehicle,01/09/2018 15:59,4.232.893.710,-7.105.571.742
I182070281,Larceny,01/09/2018 11:00,4.234.862.382,-7.108.277.637
I182070232,Larceny From Motor Vehicle,31/08/2018 17:00,4.234.039.076,-7.105.168.188
I182070189,Residential Burglary,01/09/2018 04:47,4.229.126.463,-7.106.811.401
I182070141,Residential Burglary,31/08/2018 20:30,4.233.961.848,-7.108.285.580
I182070099,Residential Burglary,31/08/2018 18:45,4.227.759.869,-7.109.136.804
I182070034,Larceny,31/08/2018 15:30,4.235.159.398,-7.112.865.659
I182070008,Larceny From Motor Vehicle,30/08/2018 17:30,4.237.721.260,-7.106.669.262
I182069965,Larceny From Motor Vehicle,31/08/2018 10:00,4.233.149.655,-7.104.742.314
I182069924,Larceny From Motor Vehicle,29/08/2018 19:00,4.237.435.896,-7.106.429.459
I182069888,Auto Theft,30/08/2018 17:30,4.227.673.598,-7.106.683.537
I182069848,Aggravated Assault,31/08/2018 23:00,4.232.614.559,-7.105.349.144
I182069820,Larceny From Motor Vehicle,30/08/2018 20:15,4.234.883.961,-7.109.089.641
I182069796,Robbery,30/08/2018 20:14,4.223.603.929,-7.112.718.154
I182069750,Larceny,30/08/2018 19:19,4.234.710.196,-7.108.841.746
I182069719,Larceny,30/08/2018 16:09,4.234.862.382,-7.108.277.637
I182069689,Larceny,29/08/2018 17:00,4.231.433.686,-7.110.151.543
I182069663,Larceny,30/08/2018 14:00,4.233.961.962,-7.107.699.237
I182069600,Larceny From Motor Vehicle,29/08/2018 20:00,4.229.172.210,-7.111.965.460
I182069539,Larceny From Motor Vehicle,30/08/2018 05:35,4.234.971.839,-7.116.815.011
I182069490,Larceny,29/08/2018 22:21,4.231.432.112,-7.107.900.586
I182069456,Aggravated Assault,29/08/2018 17:43,4.229.955.614,-7.108.073.767
I182069403,Larceny,29/08/2018 17:08,4.231.771.534,-7.109.823.049
I182069330,Larceny,29/08/2018 10:00,4.234.221.544,-7.108.577.075
I182069289,Larceny,29/08/2018 10:11,4.236.064.470,-7.107.086.192
I182069253,Larceny,28/08/2018 08:00,4.235.439.243,-7.115.736.384
I182069234,Larceny,29/08/2018 07:31,4.233.380.683,-7.110.377.843
I182069196,Auto Theft,28/08/2018 23:45,4.229.938.509,-7.106.978.865
I182069123,Larceny,24/08/2018 12:00,4.231.667.114,-7.109.743.705
I182069091,Larceny From Motor Vehicle,27/08/2018 14:00,4.234.239.114,-7.108.872.018
I182069026,Larceny,28/08/2018 12:34,4.234.862.382,-7.108.277.637
I182068987,Larceny,01/02/2018 08:00,4.237.840.325,-7.105.729.035
I182068950,Larceny,28/08/2018 09:56,4.227.222.808,-7.107.006.149
I182068911,Aggravated Assault,28/08/2018 16:27,4.228.944.478,-7.106.559.395
I182068851,Residential Burglary,27/08/2018 09:00,4.228.728.428,-7.111.592.131
I182068829,Auto Theft,23/08/2018 18:00,4.232.458.564,-7.108.580.979
I182068798,Larceny,24/08/2018 16:00,4.233.380.683,-7.110.377.843
I182068771,Larceny,27/08/2018 17:11,4.226.994.732,-7.109.380.308
I182068722,Larceny From Motor Vehicle,27/08/2018 15:32,4.234.686.229,-7.108.576.886
I182068683,Larceny,27/08/2018 11:54,4.231.538.436,-7.109.870.021
I182068614,Larceny,27/08/2018 08:20,4.229.848.675,-7.105.725.612
I182068552,Aggravated Assault,26/08/2018 22:37,4.234.023.408,-7.114.800.614
I182068497,Larceny,26/08/2018 18:41,4.228.761.226,-7.107.166.865
I182068452,Larceny,26/08/2018 15:23,4.233.816.387,-7.107.461.217
I182068428,Larceny,26/08/2018 14:59,4.234.412.614,-7.106.980.220
I182068385,Larceny,11/08/2018 17:00,4.236.476.267,-7.105.921.763
I182068337,Larceny From Motor Vehicle,26/08/2018 05:25,4.228.743.327,-7.112.510.302
I182068297,Commercial Burglary,25/08/2018 23:25,4.235.521.429,-7.106.206.351
I182068240,Larceny From Motor Vehicle,23/08/2018 17:00,4.232.324.363,-7.110.892.316
I182068206,Larceny,25/08/2018 17:27,4.236.183.857,-7.105.976.489
I182068183,Larceny,22/08/2018 21:00,4.229.238.728,-7.105.483.097
I182068152,Larceny,24/08/2018 22:30,4.234.901.954,-7.108.130.134
I182068111,Larceny From Motor Vehicle,24/08/2018 15:00,4.233.950.104,-7.115.226.126
I182068069,Larceny,25/08/2018 06:39,4.234.901.954,-7.108.130.134
I182067987,Larceny,24/08/2018 19:04,4.228.446.743,-7.111.183.089
I182067963,Residential Burglary,01/08/2018 10:00,4.234.598.862,-7.110.477.650
I182067906,Larceny,24/08/2018 15:58,4.230.618.185,-7.106.187.015
I182067884,Larceny,24/08/2018 15:00,4.234.048.665,-7.108.196.018
I182067842,Larceny,11/07/2018 10:00,4.234.279.533,-7.107.155.120
I182067779,Aggravated Assault,24/08/2018 10:01,4.229.042.439,-7.106.380.740
I182067746,Larceny From Motor Vehicle,23/08/2018 20:30,4.231.517.051,-7.110.125.120
I182067724,Aggravated Assault,24/08/2018 02:24,4.233.132.994,-7.105.293.837
I182067675,Larceny,23/08/2018 18:30,4.235.602.373,-7.106.177.615
I182067635,Larceny,23/08/2018 18:14,4.235.370.585,-7.105.898.587
I182067607,Robbery,23/08/2018 18:00,4.236.573.225,-7.103.064.135
I182067569,Larceny,25/07/2018 00:00,4.234.150.501,-7.108.833.674
I182067547,Larceny,23/08/2018 14:28,4.228.187.061,-7.108.751.152
I182067512,Larceny,23/08/2018 12:49,4.235.095.909,-7.107.412.780
I182067472,Larceny From Motor Vehicle,23/08/2018 04:30,4.231.650.496,-7.105.803.929
I182067423,Larceny From Motor Vehicle,22/08/2018 21:00,4.234.115.127,-7.114.343.417
I182067335,Larceny From Motor Vehicle,22/08/2018 20:59,4.231.534.411,-7.109.584.709
I182067316,Larceny,22/08/2018 15:47,4.226.802.400,-7.109.301.057
I182067270,Larceny,22/08/2018 15:41,4.232.809.966,-7.106.321.676
I182067222,Larceny,22/08/2018 14:20,4.235.059.717,-7.107.881.031
I182067162,Larceny From Motor Vehicle,21/08/2018 23:30,4.228.203.813,-7.105.231.110
I182067120,Larceny From Motor Vehicle,22/08/2018 08:55,4.226.280.350,-7.115.407.725
I182067054,Larceny,21/08/2018 21:48,4.234.188.296,-7.107.817.738
I182066981,Larceny,21/08/2018 16:35,4.228.515.394,-7.109.102.185
I182066949,Larceny,21/08/2018 15:15,4.235.176.179,-7.107.452.168
I182066913,Larceny,09/08/2018 19:00,4.229.026.233,-7.107.473.856
I182066870,Larceny,21/08/2018 12:29,4.235.680.075,-7.105.893.025
I182066834,Larceny,21/08/2018 10:46,4.234.840.576,-7.108.688.339
I182066790,Larceny From Motor Vehicle,21/08/2018 03:40,4.234.147.510,-7.108.495.034
I182066733,Larceny,18/08/2018 08:00,4.233.313.016,-7.105.145.759
I182066707,Larceny From Motor Vehicle,20/08/2018 02:45,4.230.138.747,-7.106.584.240
I182066682,Auto Theft,19/08/2018 23:00,4.234.535.675,-7.108.909.650
I182066654,Auto Theft,20/08/2018 17:39,4.233.142.637,-7.103.820.913
I182066617,Residential Burglary,19/08/2018 13:00,4.229.168.072,-7.105.847.274
I182066580,Larceny,20/08/2018 13:15,4.235.997.967,-7.105.474.135
I182066541,Larceny,20/06/2018 12:49,4.234.255.587,-7.109.807.867
I182066500,Larceny From Motor Vehicle,20/08/2018 00:09,4.229.755.695,-7.108.182.045
I182066483,Auto Theft,17/08/2018 20:00,4.235.393.998,-7.107.802.992
I182066439,Larceny From Motor Vehicle,19/08/2018 17:00,4.232.048.300,-7.106.151.400
I182066402,Larceny From Motor Vehicle,18/08/2018 17:00,4.232.425.305,-7.111.231.088
I182066348,Larceny,19/08/2018 14:00,4.235.681.945,-7.116.260.160
I182066320,Larceny,18/08/2018 16:00,4.236.183.857,-7.105.976.489
I182066293,Larceny From Motor Vehicle,16/08/2018 19:00,4.234.082.852,-7.115.500.372
I182066246,Larceny From Motor Vehicle,17/08/2018 18:00,4.233.466.748,-7.104.125.555
I182066221,Larceny From Motor Vehicle,18/08/2018 18:00,4.229.807.739,-7.105.695.195
I182066171,Aggravated Assault,19/08/2018 01:32,4.235.675.845,-7.106.032.929
I182066118,Larceny,18/08/2018 18:21,4.231.928.523,-7.105.027.167
I182066077,Larceny,18/08/2018 18:54,4.233.401.829,-7.107.638.124
I182066032,Larceny,18/08/2018 13:15,4.236.165.196,-7.105.630.529
I182066002,Larceny,18/08/2018 11:30,4.235.176.179,-7.107.452.168
I182065936,Residential Burglary,18/08/2018 08:29,4.230.664.081,-7.108.584.976
I182065870,Aggravated Assault,17/08/2018 23:16,4.236.880.621,-7.103.585.732
I182065799,Robbery,17/08/2018 19:09,4.227.863.649,-7.109.541.135
I182065784,Larceny,17/08/2018 17:17,4.234.797.240,-7.107.849.582
I182065724,Residential Burglary,17/08/2018 13:40,4.234.561.901,-7.107.990.847
I182065697,Larceny,15/08/2018 20:00,4.228.468.230,-7.115.096.121
I182065655,Larceny From Motor Vehicle,17/08/2018 09:00,4.232.031.058,-7.104.920.483
I182065614,Auto Theft,16/08/2018 20:30,4.228.915.799,-7.112.522.353
I182065538,Residential Burglary,16/08/2018 08:30,4.231.961.996,-7.105.951.046
I182065504,Larceny,16/08/2018 19:08,4.235.942.556,-7.105.288.819
I182065472,Larceny,16/08/2018 17:00,4.234.862.382,-7.108.277.637
I182065428,Larceny From Motor Vehicle,16/08/2018 15:11,4.230.385.443,-7.106.087.585
I182065394,Larceny,15/08/2018 19:30,4.233.848.236,-7.115.288.978
I182065359,Auto Theft,16/08/2018 11:15,4.233.152.148,-7.107.085.307
I182065317,Larceny,16/08/2018 06:41,4.235.201.794,-7.105.811.581
I182065296,Larceny,15/08/2018 18:00,4.231.139.893,-7.109.780.893
I182065254,Auto Theft,15/08/2018 23:00,4.232.173.572,-7.107.020.428
I182065184,Larceny,15/08/2018 18:13,4.234.797.240,-7.107.849.582
I182065163,Larceny,13/08/2018 17:55,4.233.701.354,-7.105.293.594
I182065142,Larceny,15/08/2018 17:05,4.232.696.647,-7.106.198.607
I182065092,Larceny,15/08/2018 14:46,4.233.816.387,-7.107.461.217
I182065035,Larceny From Motor Vehicle,15/08/2018 10:45,4.231.298.679,-7.105.011.085
I182065005,Larceny,22/07/2018 02:30,4.225.711.406,-7.111.719.143
I182064979,Larceny From Motor Vehicle,11/08/2018 14:00,4.232.639.500,-7.108.908.995
I182064935,Residential Burglary,14/08/2018 22:35,4.235.335.717,-7.108.017.703
I182064900,Larceny,14/08/2018 19:00,4.233.428.841,-7.107.239.518
I182064873,Auto Theft,10/08/2018 12:00,4.234.571.916,-7.108.562.464
I182064838,Larceny,10/08/2018 08:48,4.237.507.158,-7.106.517.497
I182064797,Larceny,14/08/2018 14:00,4.235.667.300,-7.105.076.900
I182064775,Larceny,14/08/2018 13:34,4.235.118.005,-7.107.666.607
I182064717,Larceny From Motor Vehicle,14/08/2018 11:30,4.234.597.864,-7.107.671.235
I182064669,Larceny,11/08/2018 23:30,4.234.717.363,-7.109.644.390
I182064630,Residential Burglary,10/08/2018 20:00,4.231.656.425,-7.107.811.557
I182064578,Larceny,11/08/2018 08:00,4.224.448.261,-7.111.899.210
I182064516,Larceny From Motor Vehicle,12/08/2018 15:00,4.233.034.188,-7.110.230.676
I182064474,Larceny From Motor Vehicle,09/08/2018 19:00,4.233.223.641,-7.104.900.521
I182064453,Larceny,13/08/2018 13:17,4.237.620.267,-7.103.979.926
I182064425,Auto Theft,12/08/2018 19:00,4.234.041.441,-7.108.031.699
I182064386,Aggravated Assault,13/08/2018 08:20,4.234.605.510,-7.107.050.669
I182064365,Larceny From Motor Vehicle,12/08/2018 00:05,4.226.956.689,-7.109.075.049
I182064320,Robbery,12/08/2018 21:34,4.234.010.961,-7.107.882.440
I182064262,Aggravated Assault,12/08/2018 17:41,4.229.768.954,-7.106.090.954
I182064234,Larceny,12/08/2018 16:27,4.233.210.843,-7.107.014.395
I182064191,Larceny,11/08/2018 11:14,4.235.272.948,-7.106.256.291
I182064162,Larceny From Motor Vehicle,12/08/2018 11:53,4.231.601.099,-7.107.533.873
I182064150,Larceny From Motor Vehicle,12/08/2018 09:30,4.231.195.883,-7.105.436.589
I182064106,Aggravated Assault,12/08/2018 04:38,4.234.255.587,-7.109.807.867
I182064056,Homicide,11/08/2018 23:14,4.227.404.039,-7.107.630.093
I182064012,Larceny,04/08/2018 02:00,4.235.543.827,-7.105.803.522
I182063954,Larceny,09/08/2018 21:00,4.235.961.316,-7.105.195.809
I182063886,Residential Burglary,07/08/2018 23:00,4.234.243.945,-7.108.445.530
I182063850,Residential Burglary,11/08/2018 08:57,4.234.087.158,-7.108.145.768
I182063831,Aggravated Assault,11/08/2018 05:43,4.232.927.190,-7.105.545.793
I182063767,Larceny,10/08/2018 21:48,4.235.637.531,-7.106.213.513
I182063747,Residential Burglary,10/08/2018 20:27,4.230.500.848,-7.106.606.441
I182063701,Larceny From Motor Vehicle,08/08/2018 23:00,4.236.674.654,-7.105.559.400
I182063653,Larceny From Motor Vehicle,09/08/2018 21:00,4.234.652.179,-7.116.622.825
I182063605,Larceny From Motor Vehicle,09/08/2018 15:00,4.233.425.145,-7.104.152.445
I182063537,Larceny,09/08/2018 19:00,4.234.277.705,-7.106.952.709
I182063496,Larceny From Motor Vehicle,09/08/2018 19:00,4.227.976.945,-7.111.542.058
I182063430,Robbery,09/08/2018 22:41,4.230.536.762,-7.111.571.500
I182063395,Larceny,09/08/2018 16:00,4.237.627.664,-7.105.383.757
I182063368,Larceny,03/08/2018 01:00,4.228.063.521,-7.111.889.610
I182063324,Larceny,09/08/2018 13:00,4.234.621.459,-7.108.721.196
I182063278,Larceny,09/08/2018 13:57,4.237.620.267,-7.103.979.926
I182063229,Larceny,09/08/2018 10:40,4.234.797.240,-7.107.849.582
I182063185,Larceny,09/08/2018 10:38,4.235.157.076,-7.107.186.599
I182063117,Residential Burglary,09/08/2018 00:18,4.228.963.980,-7.107.046.114
I182063074,Larceny,29/06/2018 08:00,4.233.611.274,-7.110.927.826
I182063038,Aggravated Assault,08/08/2018 18:53,4.228.248.068,-7.106.981.187
I182063000,Aggravated Assault,08/08/2018 16:02,4.235.591.935,-7.106.000.539
I182062945,Auto Theft,07/08/2018 09:20,4.233.796.886,-7.106.408.210
I182062919,Larceny,08/08/2018 12:53,4.235.176.179,-7.107.452.168
I182062894,Larceny,08/08/2018 10:51,4.231.624.019,-7.111.267.011
I182062842,Larceny,08/08/2018 06:53,4.233.131.261,-7.104.435.361
I182062814,Aggravated Assault,08/08/2018 01:29,4.229.767.279,-7.104.941.018
I182062773,Larceny,07/08/2018 20:05,4.231.407.167,-7.108.010.711
I182062705,Aggravated Assault,07/08/2018 16:34,4.228.671.034,-7.110.822.888
I182062671,Larceny,25/07/2018 05:30,4.232.872.589,-7.108.382.217
I182062619,Larceny From Motor Vehicle,06/08/2018 00:00,4.239.352.862,-7.101.158.244
I182062558,Robbery,03/08/2018 08:40,4.235.554.806,-7.106.073.140
I182062530,Larceny From Motor Vehicle,03/08/2018 16:00,4.224.422.964,-7.113.251.945
I182062463,Larceny,06/08/2018 19:54,4.234.634.313,-7.108.482.013
I182062404,Commercial Burglary,05/08/2018 20:20,4.235.988.372,-7.106.016.189
I182062350,Larceny,03/08/2018 07:30,4.235.249.436,-7.106.139.280
I182062315,Robbery,06/08/2018 06:00,4.235.125.902,-7.106.009.371
I182062297,Larceny,04/08/2018 17:00,4.229.779.501,-7.107.384.157
I182062278,Larceny,28/07/2018 12:48,4.228.898.462,-7.115.224.773
I182062241,Residential Burglary,06/08/2018 10:22,4.234.531.664,-7.114.298.078
I182062203,Larceny From Motor Vehicle,05/08/2018 20:00,4.227.741.881,-7.113.084.079
I182062160,Aggravated Assault,06/08/2018 01:23,4.230.098.889,-7.112.708.146
I182062105,Larceny,05/08/2018 18:00,4.231.624.019,-7.111.267.011
I182062077,Larceny From Motor Vehicle,05/08/2018 12:00,4.234.430.691,-7.115.250.848
I182062022,Larceny From Motor Vehicle,05/08/2018 14:43,4.231.394.475,-7.105.699.272
I182061983,Larceny,05/08/2018 11:35,4.235.997.967,-7.105.474.135
I182061952,Larceny,04/08/2018 23:00,4.235.925.400,-7.105.947.700
I182061887,Aggravated Assault,04/08/2018 22:53,4.235.551.241,-7.113.653.726
I182061834,Robbery,01/08/2018 16:00,4.230.803.768,-7.108.359.213
I182061783,Aggravated Assault,04/08/2018 15:05,4.233.044.113,-7.108.373.481
I182061722,Larceny From Motor Vehicle,04/08/2018 09:17,4.235.073.001,-7.108.660.505
I182061687,Larceny,04/08/2018 04:36,4.233.693.507,-7.106.867.002
I182061666,Residential Burglary,03/08/2018 23:36,4.229.808.992,-7.107.178.667
I182061583,Robbery,03/08/2018 18:41,4.236.179.428,-7.105.711.270
I182061543,Larceny,02/08/2018 18:30,4.234.285.014,-7.106.516.235
I182061500,Larceny,03/08/2018 14:39,4.235.512.339,-7.106.087.980
I182061463,Larceny,31/07/2018 14:15,4.234.753.377,-7.106.275.650
I182061435,Larceny From Motor Vehicle,03/08/2018 06:24,4.235.315.862,-7.113.289.373
I182061393,Larceny,03/08/2018 11:09,4.233.350.213,-7.105.423.911
I182061372,Larceny From Motor Vehicle,02/08/2018 19:45,4.234.025.279,-7.115.447.536
I182061315,Larceny From Motor Vehicle,03/08/2018 01:29,4.232.587.659,-7.107.024.947
I182061259,Auto Theft,02/08/2018 20:10,4.230.465.897,-7.106.912.603
I182061215,Residential Burglary,02/08/2018 08:00,4.231.794.835,-7.108.774.652
I182061172,Larceny,02/08/2018 16:00,4.233.044.113,-7.108.373.481
I182061136,Larceny From Motor Vehicle,31/07/2018 23:00,4.235.380.022,-7.116.050.525
I182061090,Commercial Burglary,26/04/2018 20:36,4.230.859.903,-7.110.539.197
I182061055,Larceny,30/07/2018 20:00,4.234.894.667,-7.108.574.065
I182061003,Robbery,02/08/2018 08:10,4.229.861.988,-7.108.511.004
I182060947,Aggravated Assault,01/08/2018 22:49,4.229.963.709,-7.105.851.176
I182060902,Larceny,01/08/2018 20:16,4.229.601.566,-7.105.766.432
I182060867,Larceny,01/08/2018 18:18,4.234.539.406,-7.107.380.247
I182060829,Aggravated Assault,01/08/2018 16:11,4.233.926.764,-7.107.208.833
I182060807,Aggravated Assault,01/08/2018 15:13,4.231.226.446,-7.109.020.559
I182060774,Larceny,01/08/2018 13:21,4.235.237.073,-7.107.227.173
I182060695,Larceny,01/08/2018 08:23,4.225.189.440,-7.112.535.310
I182060613,Robbery,31/07/2018 20:04,4.227.685.614,-7.109.359.685
I182060588,Larceny,31/07/2018 18:33,4.224.124.926,-7.112.629.908
I182060548,Larceny From Motor Vehicle,27/07/2018 18:00,4.228.245.514,-7.109.448.768
I182060505,Larceny,31/07/2018 15:14,4.230.910.324,-7.106.259.482
I182060491,Larceny,31/07/2018 13:51,4.235.060.226,-7.107.273.327
I182060421,Larceny,31/07/2018 11:05,4.230.078.455,-7.106.000.691
I182060379,Robbery,31/07/2018 06:31,4.234.997.256,-7.106.348.817
